step,time,sensor_raw_FL,sensor_raw_FR,raw_frontal,front_dist,filtered_frontal,kalman_estimate,raw_left,raw_right,sensor_raw_L,sensor_raw_R,encoder_L,encoder_R,delta_s,kalman_gain,action
3334,106.688,69.334201,67.652802,0.3,0.3,0.192817,0.3,0.3,0.043651,64.795742,144.144623,74.07888,157.64684,0.000772,0.545455,FORWARD
3335,106.72,63.516723,66.248822,0.3,0.299649,0.224972,0.299649,0.3,0.039885,65.353793,158.915122,74.09144,157.70964,0.000772,0.545455,FORWARD
3336,106.752,70.018797,70.902255,0.3,0.299356,0.24748,0.299356,0.3,0.040268,68.061583,157.010441,74.104,157.77244,0.000772,0.427083,FORWARD
3337,106.784,68.096953,64.263601,0.3,0.29913,0.263236,0.29913,0.068261,0.039986,73.608641,158.137797,74.11656,157.83524,0.000772,0.385403,FORWARD
3338,106.816,68.888888,72.126463,0.3,0.298923,0.274265,0.298923,0.3,0.039024,63.263026,165.539243,74.15424,157.8792,0.000837,0.369246,FORWARD
3339,106.848,68.26581,67.382449,0.3,0.298822,0.281986,0.298822,0.3,0.037319,65.955803,178.648645,74.1668,157.942,0.000772,0.362751,FORWARD
3340,106.88,61.684127,67.520621,0.3,0.298752,0.28739,0.298752,0.3,0.038233,68.619516,171.615852,74.17936,158.0048,0.000772,0.360103,FORWARD
3341,106.912,67.145656,59.978055,0.3,0.298705,0.291173,0.298705,0.3,0.035937,69.34341,189.275669,74.19192,158.0676,0.000772,0.359017,FORWARD
3342,106.944,66.348767,63.213947,0.3,0.298674,0.293821,0.298674,0.3,0.036759,67.029631,182.950892,74.20448,158.1304,0.000772,0.35857,FORWARD
3343,106.976,65.992878,76.515439,0.067473,0.067473,0.225917,0.067473,0.3,0.034488,67.194869,200.415642,74.21704,158.19948,0.000837,0.358386,FORWARD
3344,107.008,70.848591,70.478751,0.3,0.3,0.248142,0.3,0.3,0.036076,64.310415,188.208898,74.2296,158.26228,0.000772,0.545455,FORWARD
3345,107.04,69.593264,64.462776,0.3,0.29962,0.263699,0.29962,0.3,0.034311,62.25268,201.776019,74.24844,158.32508,0.000837,0.545455,FORWARD
3346,107.072,65.371568,67.328467,0.3,0.29934,0.274589,0.29934,0.068324,0.034054,73.375896,203.751399,74.261,158.38788,0.000772,0.427083,FORWARD
3347,107.104,68.899306,73.001006,0.068425,0.068425,0.21274,0.068425,0.3,0.033756,66.742299,206.045748,74.2924,158.43184,0.000772,0.385403,FORWARD
3348,107.136,72.597698,66.228974,0.068534,0.068134,0.169478,0.068134,0.3,0.033917,71.734789,204.808624,74.30496,158.49464,0.000772,0.545455,FORWARD
3349,107.168,69.381141,74.92658,0.067903,0.067593,0.139006,0.067593,0.3,0.034285,66.061367,201.978228,74.31752,158.55744,0.000772,0.427083,FORWARD
3350,107.2,72.558568,65.941717,0.068545,0.067485,0.117868,0.067485,0.3,0.032413,70.139471,216.371617,74.33008,158.62024,0.000772,0.385403,FORWARD
3351,107.232,76.211736,66.675689,0.067555,0.067024,0.102774,0.067024,0.3,0.031915,66.835568,220.2073,74.34264,158.68304,0.000772,0.369246,FORWARD
3352,107.264,75.900621,70.807361,0.067639,0.066714,0.092234,0.066714,0.3,0.033819,68.629912,205.565538,74.3552,158.75212,0.000837,0.362751,FORWARD
3353,107.296,80.854975,73.346891,0.066297,0.066069,0.084453,0.066069,0.3,0.032431,68.653715,216.235076,74.36776,158.81492,0.000772,0.360103,FORWARD
3354,107.328,87.354486,67.140175,0.064535,0.064535,0.078477,0.065023,0.3,0.032421,64.604776,216.314242,74.38032,158.87772,0.000772,0.359017,FORWARD
3355,107.36,84.607801,64.278354,0.06528,0.06462,0.074518,0.06462,0.3,0.031196,66.608766,225.731159,74.39288,158.94052,0.000772,0.35857,FORWARD
3356,107.392,91.483431,65.600028,0.063416,0.063416,0.071188,0.063693,0.3,0.030282,67.581225,232.763298,74.40544,159.00332,0.000772,0.358386,FORWARD
3357,107.424,94.290362,70.736482,0.062656,0.062656,0.068628,0.062784,0.3,0.032617,63.693137,214.805079,74.418,159.0724,0.000837,0.358311,FORWARD
3358,107.456,100.794805,68.703554,0.060893,0.060893,0.066308,0.061611,0.3,0.033121,70.002186,210.931856,74.43056,159.1352,0.000772,0.358279,FORWARD
3359,107.488,110.975954,67.575192,0.055672,0.055672,0.063117,0.058988,0.3,0.031522,69.270726,223.225563,74.44312,159.198,0.000772,0.358267,FORWARD
3360,107.52,105.879513,69.090791,0.058875,0.05841,0.061844,0.05841,0.3,0.031075,67.658826,226.664307,74.46196,159.2608,0.000837,0.358261,FORWARD
3361,107.552,102.776171,73.002082,0.060356,0.058612,0.061398,0.058612,0.3,0.031518,67.099141,223.259325,74.47452,159.3236,0.000772,0.358259,FORWARD
3362,107.584,106.679968,66.675131,0.058372,0.057989,0.06049,0.057989,0.3,0.03222,69.231581,217.861159,74.48708,159.39268,0.000837,0.358258,FORWARD
3363,107.616,112.126096,62.506024,0.054949,0.054949,0.058828,0.056404,0.3,0.032153,71.167,218.37551,74.49964,159.45548,0.000772,0.358258,FORWARD
3364,107.648,112.464012,69.594936,0.054737,0.054737,0.0576,0.055311,0.3,0.032002,65.418021,219.536837,74.5122,159.51828,0.000772,0.358258,FORWARD
3365,107.68,103.812354,65.198582,0.060075,0.056522,0.058343,0.056522,0.068514,0.032266,72.672446,217.502207,74.52476,159.58108,0.000772,0.358258,FORWARD
3366,107.712,113.045326,62.087202,0.054371,0.054371,0.057151,0.055256,0.3,0.034155,67.466114,202.981613,74.55616,159.62504,0.000772,0.358258,FORWARD
3367,107.744,110.225129,68.391139,0.056144,0.055078,0.056849,0.055078,0.3,0.034281,67.58419,202.006309,74.56872,159.68784,0.000772,0.358258,FORWARD
3368,107.776,119.427292,66.232382,0.05036,0.05036,0.054902,0.052892,0.068225,0.034214,73.739854,202.521397,74.58128,159.75064,0.000772,0.358258,FORWARD
3369,107.808,110.343687,58.778379,0.056069,0.053493,0.055252,0.053493,0.3,0.035923,65.189195,189.379978,74.61896,159.7946,0.000837,0.358258,FORWARD
3370,107.84,130.610536,206.425393,0.033707,0.033707,0.048789,0.045909,0.3,0.034273,62.811244,202.071324,74.63152,159.8574,0.000772,0.358258,TURN_LEFT
3371,107.872,125.587886,219.106375,0.032058,0.032058,0.043769,0.040947,0.3,0.036331,68.702152,186.246846,74.54988,159.93904,0.0,0.358258,TURN_LEFT
3372,107.904,105.494166,211.872415,0.032998,0.032998,0.040538,0.038099,0.3,0.038478,68.300159,169.730728,74.46824,160.02068,-0.0,0.358258,TURN_LEFT
3373,107.936,91.273946,210.09046,0.03323,0.03323,0.038346,0.036355,0.3,0.04,67.063244,158.032987,74.39288,160.09604,0.0,0.358258,TURN_LEFT
3374,107.968,64.913789,202.180954,0.034259,0.034259,0.03712,0.035604,0.3,0.042253,65.429414,149.459986,74.31124,160.17768,0.0,0.358258,TURN_LEFT
3375,108.0,65.149898,189.918496,0.035853,0.035693,0.03674,0.035693,0.3,0.044943,69.116918,139.23346,74.2296,160.25932,0.0,0.358258,TURN_LEFT
3376,108.032,69.951323,196.37504,0.035014,0.035014,0.036222,0.03545,0.068361,0.048063,73.237942,127.36607,74.15424,160.33468,-0.0,0.358258,TURN_LEFT
3377,108.064,70.498508,177.363135,0.037486,0.036179,0.036601,0.036179,0.3,0.051357,66.635581,117.840405,74.0726,160.41632,0.0,0.358258,TURN_LEFT
3378,108.096,67.291889,164.103682,0.03921,0.037265,0.037384,0.037265,0.3,0.050806,67.609935,118.717095,73.99096,160.49796,0.0,0.358258,TURN_LEFT
3379,108.128,64.712673,149.109239,0.042346,0.039085,0.038872,0.039085,0.3,0.058352,71.618534,106.71213,73.90932,160.5796,-0.0,0.358258,TURN_LEFT
3380,108.16,68.574506,136.204994,0.045739,0.041469,0.040932,0.041469,0.3,0.064187,65.913262,88.640233,73.83396,160.65496,0.0,0.358258,TURN_LEFT
3381,108.192,62.598481,114.374736,0.053536,0.045792,0.044713,0.045792,0.3,0.3,64.532004,66.703488,73.75232,160.7366,0.0,0.358258,TURN_LEFT
3382,108.224,67.390367,113.595954,0.054025,0.048742,0.047507,0.048742,0.3,0.3,65.923754,61.460716,73.67068,160.81824,0.0,0.358258,TURN_LEFT
3383,108.256,62.232279,104.768414,0.059574,0.052622,0.051127,0.052622,0.3,0.3,65.907032,65.32025,73.58904,160.89988,-0.0,0.358258,TURN_LEFT
3384,108.288,63.940483,81.044323,0.066245,0.057503,0.055662,0.057503,0.3,0.3,62.363381,65.376211,73.51368,160.97524,0.0,0.358258,TURN_LEFT
3385,108.32,64.898304,65.803704,0.3,0.3,0.128964,0.3,0.3,0.3,66.450449,70.394806,73.43204,161.05688,0.0,0.358258,TURN_LEFT
3386,108.352,69.817699,66.929161,0.3,0.3,0.180275,0.3,0.3,0.3,65.749404,70.462509,73.3504,161.13852,-0.0,0.545455,TURN_LEFT
3387,108.384,69.853124,69.199114,0.3,0.3,0.216192,0.3,0.3,0.3,64.766571,72.211196,73.27504,161.21388,0.0,0.427083,TURN_LEFT
3388,108.416,64.227322,66.890601,0.3,0.3,0.241335,0.3,0.3,0.3,62.126517,70.094472,73.1934,161.29552,0.0,0.385403,FORWARD
3389,108.448,67.365281,73.661945,0.068246,0.068246,0.189408,0.068246,0.3,0.3,67.850789,67.899006,73.23108,161.3332,0.000772,0.369246,FORWARD
3390,108.48,59.703391,68.154579,0.3,0.3,0.222586,0.3,0.3,0.3,68.816526,64.057265,73.26876,161.37088,0.000772,0.545455,FORWARD
3391,108.512,68.576522,60.95538,0.3,0.29962,0.24581,0.29962,0.3,0.3,62.059601,69.493309,73.30644,161.41484,0.000837,0.545455,FORWARD
3392,108.544,68.682619,67.46572,0.3,0.29934,0.262067,0.29934,0.3,0.06837,64.324974,73.205299,73.34412,161.45252,0.000772,0.427083,FORWARD
3393,108.576,68.000835,69.822407,0.3,0.299119,0.273447,0.299119,0.3,0.3,60.503946,68.148005,73.36296,161.50904,0.000772,0.385403,FORWARD
3394,108.608,69.845952,66.095505,0.3,0.298957,0.281413,0.298957,0.3,0.3,66.048154,63.264367,73.40064,161.54672,0.000772,0.369246,FORWARD
3395,108.64,71.500703,67.45339,0.3,0.298802,0.286989,0.298802,0.3,0.068216,66.75491,73.772313,73.43832,161.59068,0.000837,0.362751,FORWARD
3396,108.672,65.089573,61.954473,0.3,0.298739,0.290892,0.298739,0.3,0.3,67.320158,67.414118,73.45716,161.6472,0.000772,0.360103,FORWARD
3397,108.704,64.621911,70.059031,0.3,0.298697,0.293625,0.298697,0.3,0.3,68.39932,69.067166,73.49484,161.68488,0.000772,0.359017,FORWARD
3398,108.736,72.273425,69.830961,0.3,0.298669,0.295537,0.298669,0.3,0.3,65.271376,64.450958,73.53252,161.72256,0.000772,0.35857,FORWARD
3399,108.768,70.195105,68.496713,0.3,0.298609,0.296876,0.298609,0.3,0.3,65.844347,65.041908,73.5702,161.76652,0.000837,0.358386,FORWARD
3400,108.8,62.529502,66.226134,0.3,0.298612,0.297813,0.298612,0.3,0.033198,65.528398,210.339155,73.60788,161.8042,0.000772,0.358311,FORWARD
3401,108.832,66.880136,63.78378,0.3,0.298613,0.298469,0.298613,0.3,0.031304,66.729731,224.89889,73.62044,161.867,0.000772,0.358279,FORWARD
3402,108.864,65.61669,64.059064,0.3,0.298614,0.298928,0.298614,0.3,0.030329,67.520605,232.403081,73.633,161.9298,0.000772,0.358267,FORWARD
3403,108.896,71.542665,67.902684,0.3,0.298615,0.29925,0.298615,0.3,0.030322,68.432889,232.453559,73.64556,161.9926,0.000772,0.358261,FORWARD
3404,108.928,64.202111,65.646624,0.3,0.298574,0.299475,0.298574,0.3,0.028896,66.596943,251.376423,73.65812,162.06168,0.000837,0.358259,FORWARD
3405,108.96,69.140361,69.127024,0.3,0.298589,0.299632,0.298589,0.3,0.028122,65.580056,262.894253,73.67068,162.12448,0.000772,0.358258,FORWARD
3406,108.992,63.056905,71.189417,0.3,0.298599,0.299743,0.298599,0.3,0.027602,58.201654,270.641795,73.68324,162.18728,0.000772,0.358258,FORWARD
3407,109.024,61.792061,66.886479,0.3,0.298605,0.29982,0.298605,0.3,0.026476,69.80758,287.399301,73.6958,162.25008,0.000772,0.358258,FORWARD
3408,109.056,70.017295,58.441855,0.3,0.298568,0.299874,0.298568,0.3,0.025392,63.473429,303.554385,73.70836,162.31916,0.000837,0.358258,FORWARD
3409,109.088,69.302074,63.531841,0.3,0.298585,0.299912,0.298585,0.068445,0.025655,72.926481,299.638237,73.72092,162.38196,0.000772,0.358258,FORWARD
3410,109.12,71.478308,64.695618,0.3,0.298596,0.299938,0.298596,0.3,0.024817,70.519866,312.11059,73.75232,162.42592,0.000772,0.358258,FORWARD
3411,109.152,59.146031,63.509856,0.3,0.298604,0.299957,0.298604,0.3,0.024953,70.600868,310.077857,73.76488,162.48872,0.000772,0.358258,FORWARD
3412,109.184,69.447589,69.523036,0.3,0.298608,0.29997,0.298608,0.3,0.023162,71.376126,336.749064,73.77744,162.55152,0.000772,0.358258,FORWARD
3413,109.216,71.150327,61.491612,0.3,0.29857,0.299979,0.29857,0.3,0.023992,68.653407,324.399306,73.79,162.6206,0.000837,0.358258,FORWARD
3414,109.248,66.106914,69.386185,0.3,0.298586,0.299985,0.298586,0.3,0.023014,65.189546,338.95486,73.80256,162.6834,0.000772,0.358258,FORWARD
3415,109.28,67.478496,66.552212,0.3,0.298597,0.29999,0.298597,0.3,0.021804,67.445698,356.969269,73.81512,162.7462,0.000772,0.358258,FORWARD
3416,109.312,73.156968,64.938266,0.068383,0.068383,0.230508,0.068383,0.3,0.022422,64.3056,347.771527,73.82768,162.81528,0.000837,0.358258,FORWARD
3417,109.344,64.393486,71.074487,0.3,0.3,0.251355,0.3,0.3,0.022158,69.440767,351.708937,73.84024,162.87808,0.000772,0.545455,FORWARD
3418,109.376,62.038203,66.552989,0.3,0.299678,0.265949,0.299678,0.3,0.022217,62.331926,350.832008,73.84652,162.94088,0.000708,0.545455,FORWARD
3419,109.408,70.30042,69.467381,0.3,0.299336,0.276164,0.299336,0.068286,0.0224,73.513429,348.108367,73.85908,163.00996,0.000837,0.427083,FORWARD
3420,109.44,65.349053,65.673738,0.3,0.299078,0.283315,0.299078,0.3,0.023327,65.344474,334.301295,73.89676,163.05392,0.000837,0.385403,FORWARD
3421,109.472,72.470269,64.867399,0.068569,0.068569,0.218891,0.068569,0.3,0.023187,65.293683,336.375454,73.90932,163.11672,0.000772,0.369246,FORWARD
3422,109.504,66.943222,67.864636,0.3,0.3,0.243224,0.3,0.3,0.023048,69.193208,338.448319,73.9156,163.17952,0.000708,0.545455,FORWARD
3423,109.536,68.310673,66.243824,0.3,0.29962,0.260257,0.29962,0.3,0.023148,72.219669,336.965884,73.92816,163.2486,0.000837,0.545455,FORWARD
3424,109.568,64.572703,70.379702,0.3,0.29934,0.27218,0.29934,0.3,0.023281,64.566223,334.979785,73.94072,163.3114,0.000772,0.427083,FORWARD
3425,109.6,65.080855,65.657715,0.3,0.299119,0.280526,0.299119,0.3,0.023636,68.891573,329.692235,73.95328,163.3742,0.000772,0.385403,FORWARD
3426,109.632,62.149051,67.48976,0.3,0.298917,0.286368,0.298917,0.3,0.025215,69.329876,306.179273,73.96584,163.44328,0.000837,0.369246,FORWARD
3427,109.664,66.73577,65.276915,0.3,0.298817,0.290458,0.298817,0.3,0.024901,67.598717,310.865622,73.9784,163.50608,0.000772,0.362751,FORWARD
3428,109.696,64.603525,66.107191,0.3,0.298749,0.29332,0.298749,0.3,0.025541,67.545421,301.334803,73.99096,163.56888,0.000772,0.360103,FORWARD
3429,109.728,66.34068,64.538809,0.3,0.298662,0.295324,0.298662,0.3,0.026124,62.594227,292.647417,74.00352,163.63796,0.000837,0.359017,FORWARD
3430,109.76,61.657977,68.401671,0.3,0.298646,0.296727,0.298646,0.3,0.026869,68.972088,281.553167,74.01608,163.70076,0.000772,0.35857,FORWARD
3431,109.792,72.002519,66.499677,0.3,0.298636,0.297709,0.298636,0.3,0.026929,66.81192,280.658753,74.02864,163.76356,0.000772,0.358386,FORWARD
3432,109.824,67.372043,69.957711,0.3,0.298629,0.298396,0.298629,0.3,0.028971,62.963094,250.248872,74.0412,163.82636,0.000772,0.358311,FORWARD
3433,109.856,62.688694,66.145342,0.3,0.298624,0.298877,0.298624,0.3,0.029313,58.83955,245.160574,74.04748,163.89544,0.000772,0.358279,FORWARD
3434,109.888,62.920951,64.22496,0.3,0.298622,0.299214,0.298622,0.3,0.030326,66.74614,232.423637,74.06004,163.95824,0.000772,0.358267,FORWARD
3435,109.92,69.9197,72.526536,0.068554,0.068554,0.230016,0.068554,0.3,0.031975,69.084206,219.742694,74.0726,164.02104,0.000772,0.358261,FORWARD
3436,109.952,69.054889,65.672675,0.3,0.3,0.251011,0.3,0.3,0.032933,66.442987,212.378474,74.08516,164.08384,0.000772,0.545455,FORWARD
3437,109.984,67.299646,65.154604,0.3,0.29962,0.265708,0.29962,0.3,0.033334,66.097701,209.289545,74.09772,164.15292,0.000837,0.545455,FORWARD
3438,110.016,66.638831,64.934221,0.3,0.299303,0.275996,0.299303,0.3,0.034508,65.842289,200.26676,74.11656,164.21572,0.000837,0.427083,FORWARD
3439,110.048,64.65292,62.986814,0.3,0.299097,0.283197,0.299097,0.3,0.036796,72.194619,182.667323,74.12912,164.27852,0.000772,0.385403,FORWARD
3440,110.08,66.042829,73.422658,0.068311,0.068311,0.218731,0.068311,0.3,0.038988,62.351314,165.8101,74.14168,164.34132,0.000772,0.369246,FORWARD
3441,110.112,69.963171,63.379141,0.3,0.3,0.243112,0.3,0.3,0.039011,69.665585,165.634062,74.15424,164.40412,0.000772,0.545455,FORWARD
3442,110.144,71.081301,70.767127,0.3,0.299649,0.260178,0.299649,0.3,0.040142,69.553623,157.490931,74.1668,164.46692,0.000772,0.545455,FORWARD
3443,110.176,65.856601,69.653339,0.3,0.299356,0.272125,0.299356,0.3,0.042493,69.47027,148.548321,74.17936,164.52972,0.000772,0.427083,FORWARD
3444,110.208,70.615661,72.860707,0.068463,0.068463,0.211026,0.068463,0.3,0.04284,66.617597,147.228652,74.19192,164.59252,0.000772,0.385403,FORWARD
3445,110.24,66.353949,73.429172,0.068309,0.068028,0.168211,0.068028,0.3,0.044935,60.586951,139.262649,74.20448,164.65532,0.000772,0.545455,FORWARD
3446,110.272,63.536449,60.936197,0.3,0.3,0.207748,0.3,0.3,0.049327,68.312375,122.558479,74.22332,164.71812,0.000837,0.427083,FORWARD
3447,110.304,66.461681,67.14263,0.3,0.299649,0.235423,0.299649,0.3,0.053004,65.93748,115.221021,74.23588,164.78092,0.000772,0.545455,FORWARD
3448,110.336,66.66302,69.453719,0.3,0.299356,0.254796,0.299356,0.3,0.057481,62.989991,108.09805,74.24844,164.84372,0.000772,0.427083,FORWARD
3449,110.368,70.641913,68.19489,0.3,0.29909,0.268357,0.29909,0.3,0.057107,65.504073,108.693294,74.26728,164.90652,0.000837,0.385403,FORWARD
3450,110.4,64.981202,66.399343,0.3,0.298939,0.27785,0.298939,0.3,0.057894,70.839684,107.440234,74.27984,164.96932,0.000772,0.369246,FORWARD
3451,110.432,61.458321,61.129574,0.3,0.298832,0.284495,0.298832,0.3,0.05826,64.232817,106.85773,74.2924,165.03212,0.000772,0.362751,FORWARD
3452,110.464,62.702107,67.08256,0.3,0.298717,0.289147,0.298717,0.3,0.061388,70.017789,98.969763,74.31124,165.09492,0.000837,0.360103,FORWARD
3453,110.496,69.081345,60.911958,0.3,0.298724,0.292403,0.298724,0.3,0.064747,63.366805,86.572524,74.3238,165.15144,0.000708,0.359017,FORWARD
3454,110.528,64.902925,71.315537,0.3,0.298645,0.294682,0.298645,0.3,0.067788,67.815187,75.352632,74.34264,165.21424,0.000837,0.35857,FORWARD
3455,110.56,67.206353,62.422998,0.3,0.298635,0.296277,0.298635,0.3,0.3,64.134951,70.410158,74.3552,165.27704,0.000772,0.358386,FORWARD
3456,110.592,64.931117,69.634199,0.3,0.298587,0.297394,0.298587,0.3,0.3,69.874786,68.091307,74.39916,165.31472,0.000837,0.358311,FORWARD
3457,110.624,69.339113,66.461108,0.3,0.298598,0.298176,0.298598,0.3,0.3,70.280876,64.536429,74.43684,165.3524,0.000772,0.358279,FORWARD
3458,110.656,67.371384,69.077842,0.3,0.298604,0.298723,0.298604,0.3,0.3,71.311028,63.148049,74.47452,165.39008,0.000772,0.358267,FORWARD
3459,110.688,71.303356,72.864101,0.068462,0.068462,0.229645,0.068462,0.068461,0.3,72.868481,66.416183,74.5122,165.42776,0.000772,0.358261,FORWARD
3460,110.72,69.585366,64.766331,0.3,0.3,0.250751,0.3,0.3,0.3,66.177942,66.563277,74.575,165.4466,0.000837,0.545455,FORWARD
3461,110.752,68.513137,66.975716,0.3,0.299649,0.265526,0.299649,0.3,0.3,68.967306,71.723242,74.61268,165.48428,0.000772,0.545455,FORWARD
3462,110.784,62.723098,66.811696,0.3,0.299356,0.275868,0.299356,0.3,0.3,71.605204,65.928866,74.65036,165.52196,0.000772,0.427083,FORWARD
3463,110.816,68.609786,69.078111,0.3,0.29913,0.283108,0.29913,0.3,0.3,72.301152,65.037616,74.68804,165.55964,0.000772,0.385403,FORWARD
3464,110.848,66.378452,63.456819,0.3,0.298964,0.288175,0.298964,0.3,0.3,65.158001,67.07712,74.72572,165.59732,0.000772,0.369246,FORWARD
3465,110.88,66.434019,71.071198,0.3,0.298847,0.291723,0.298847,0.3,0.3,68.198132,60.129816,74.7634,165.635,0.000772,0.362751,FORWARD
3466,110.912,75.235375,67.405048,0.06782,0.06782,0.224552,0.06782,0.3,0.067976,68.518211,74.659426,74.80108,165.67268,0.000772,0.360103,FORWARD
3467,110.944,63.563244,65.625025,0.3,0.3,0.247186,0.3,0.3,0.3,68.637143,67.493425,74.81992,165.73548,0.000837,0.545455,FORWARD
3468,110.976,69.842547,70.994195,0.3,0.299649,0.26303,0.299649,0.3,0.3,70.336302,64.616595,74.8576,165.77316,0.000772,0.545455,FORWARD
3469,111.008,67.289905,62.859876,0.3,0.299356,0.274121,0.299356,0.3,0.3,68.140541,61.376976,74.89528,165.81084,0.000772,0.427083,FORWARD
3470,111.04,69.7916,62.09453,0.3,0.29913,0.281885,0.29913,0.3,0.3,67.163731,66.318174,74.93296,165.84852,0.000772,0.385403,FORWARD
3471,111.072,67.521249,63.381139,0.3,0.298923,0.287319,0.298923,0.3,0.3,63.051613,70.094178,74.97064,165.89248,0.000837,0.369246,FORWARD
3472,111.104,66.04871,70.615513,0.3,0.298822,0.291124,0.298822,0.3,0.3,71.834813,67.186186,75.00832,165.93016,0.000772,0.362751,FORWARD
3473,111.136,60.047663,70.617095,0.3,0.29871,0.293787,0.29871,0.3,0.3,63.643642,62.949018,75.05228,165.96784,0.000837,0.360103,FORWARD
3474,111.168,65.657518,66.055446,0.3,0.298678,0.295651,0.298678,0.3,0.3,62.97576,69.004575,75.08996,166.00552,0.000772,0.359017,FORWARD
3475,111.2,69.381895,62.965296,0.3,0.298657,0.296955,0.298657,0.3,0.3,71.193699,65.13429,75.12764,166.0432,0.000772,0.35857,FORWARD
3476,111.232,68.856086,68.618838,0.3,0.298643,0.297869,0.298643,0.3,0.3,65.192927,67.727682,75.16532,166.08088,0.000772,0.358386,FORWARD
3477,111.264,63.01088,64.718682,0.3,0.298633,0.298508,0.298633,0.3,0.3,64.539359,65.453766,75.203,166.11856,0.000772,0.358311,FORWARD
3478,111.296,63.710712,70.542767,0.3,0.298627,0.298956,0.298627,0.3,0.3,68.378152,58.933807,75.24068,166.15624,0.000772,0.358279,FORWARD
3479,111.328,61.157212,62.303395,0.3,0.298623,0.299269,0.298623,0.3,0.068587,59.764264,72.405302,75.27836,166.19392,0.000772,0.358267,FORWARD
3480,111.36,71.321968,66.397192,0.3,0.29858,0.299488,0.29858,0.3,0.3,69.489807,60.888079,75.2972,166.25672,0.000837,0.358261,FORWARD
3481,111.392,64.987586,69.18607,0.3,0.298593,0.299642,0.298593,0.3,0.3,69.32728,67.935342,75.33488,166.2944,0.000772,0.358259,FORWARD
3482,111.424,70.145027,67.484024,0.3,0.298601,0.299749,0.298601,0.3,0.3,68.314229,60.180102,75.37256,166.33208,0.000772,0.358258,FORWARD
3483,111.456,69.284854,69.635181,0.3,0.298607,0.299824,0.298607,0.3,0.3,67.206412,64.481373,75.41024,166.36976,0.000772,0.358258,FORWARD
3484,111.488,67.574224,65.161343,0.3,0.298569,0.299877,0.298569,0.3,0.3,70.072284,60.73455,75.44792,166.41372,0.000837,0.358258,FORWARD
3485,111.52,67.732685,64.890826,0.3,0.298586,0.299914,0.298586,0.3,0.3,67.303723,65.023723,75.4856,166.4514,0.000772,0.358258,FORWARD
3486,111.552,68.927414,69.881088,0.3,0.298597,0.29994,0.298597,0.3,0.3,63.808674,66.319312,75.52328,166.48908,0.000772,0.358258,FORWARD
3487,111.584,65.692081,65.091883,0.3,0.298562,0.299958,0.298562,0.3,0.3,70.237383,69.884517,75.56724,166.52676,0.000837,0.358258,FORWARD
3488,111.616,64.556092,63.680103,0.3,0.298582,0.299971,0.298582,0.3,0.3,65.73785,63.128981,75.60492,166.56444,0.000772,0.358258,FORWARD
3489,111.648,64.973319,66.042938,0.3,0.298594,0.299979,0.298594,0.3,0.068383,67.592622,73.157724,75.6426,166.60212,0.000772,0.358258,FORWARD
3490,111.68,63.590479,68.053237,0.3,0.298602,0.299986,0.298602,0.3,0.3,70.863376,68.947609,75.65516,166.66492,0.000772,0.358258,FORWARD
3491,111.712,67.003939,66.688833,0.3,0.298607,0.29999,0.298607,0.3,0.3,65.35092,62.020682,75.69284,166.7026,0.000772,0.358258,FORWARD
3492,111.744,67.679614,68.715551,0.3,0.298569,0.299993,0.298569,0.3,0.3,67.394956,62.634449,75.7368,166.74028,0.000837,0.358258,FORWARD
3493,111.776,64.006474,68.746414,0.3,0.298586,0.299995,0.298586,0.068084,0.3,74.259621,69.676925,75.77448,166.77796,0.000772,0.358258,FORWARD
3494,111.808,58.657433,67.770064,0.3,0.298597,0.299997,0.298597,0.3,0.3,66.444602,69.887876,75.831,166.7968,0.000772,0.358258,FORWARD
3495,111.84,66.5245,67.059102,0.3,0.298604,0.299998,0.298604,0.3,0.3,66.5835,67.348902,75.86868,166.83448,0.000772,0.358258,FORWARD
3496,111.872,61.174225,65.525451,0.3,0.298567,0.299998,0.298567,0.3,0.3,68.951288,63.039476,75.91264,166.87216,0.000837,0.358258,FORWARD
3497,111.904,65.356856,68.67307,0.3,0.298585,0.299999,0.298585,0.3,0.3,63.573077,68.915645,75.95032,166.90984,0.000772,0.358258,FORWARD
3498,111.936,66.900557,70.485209,0.3,0.298596,0.299999,0.298596,0.3,0.3,67.513957,65.78644,75.988,166.94752,0.000772,0.358258,FORWARD
3499,111.968,67.355036,69.180784,0.3,0.298603,0.299999,0.298603,0.3,0.3,65.677792,69.164677,76.02568,166.9852,0.000772,0.358258,FORWARD
3500,112.0,65.240615,68.242717,0.3,0.298608,0.3,0.298608,0.3,0.3,71.506511,66.375523,76.06336,167.02288,0.000772,0.358258,FORWARD
3501,112.032,66.869723,63.090161,0.3,0.298611,0.3,0.298611,0.3,0.3,65.256991,63.7915,76.10104,167.06056,0.000772,0.358258,FORWARD
3502,112.064,67.512996,63.072481,0.3,0.298572,0.3,0.298572,0.3,0.3,71.829074,70.187115,76.13872,167.10452,0.000837,0.358258,FORWARD
3503,112.096,67.123755,69.025786,0.3,0.298588,0.3,0.298588,0.3,0.3,63.741122,64.629105,76.1764,167.1422,0.000772,0.358258,FORWARD
3504,112.128,60.82889,65.062168,0.3,0.298598,0.3,0.298598,0.3,0.3,65.411724,67.128922,76.21408,167.17988,0.000772,0.358258,FORWARD
