step,time,sensor_raw_FL,sensor_raw_FR,raw_frontal,front_dist,filtered_frontal,kalman_estimate,raw_left,raw_right,sensor_raw_L,sensor_raw_R,encoder_L,encoder_R,delta_s,kalman_gain,action
519,16.608,63.044231,135.711505,0.045869,0.045792,0.047706,0.045792,0.3,0.3,65.317593,63.521779,12.78608,23.39928,0.000772,0.358258,FORWARD
520,16.64,66.87189,135.552893,0.04591,0.045421,0.047168,0.045421,0.3,0.3,67.315467,65.843285,12.81748,23.43068,0.000644,0.358258,FORWARD
521,16.672,73.81147,154.604293,0.040901,0.040901,0.045288,0.043306,0.3,0.3,65.308604,61.998572,12.85516,23.46836,0.000772,0.358258,FORWARD
522,16.704,70.639467,143.740834,0.043757,0.043055,0.044829,0.043055,0.3,0.3,69.646249,65.06878,12.88656,23.49976,0.000644,0.358258,FORWARD
523,16.736,66.549509,149.572096,0.042224,0.042224,0.044047,0.042344,0.3,0.3,68.352105,68.260349,12.91796,23.53116,0.000644,0.358258,FORWARD
524,16.768,64.406118,151.604447,0.04169,0.04169,0.04334,0.041696,0.3,0.3,66.339555,64.749739,12.94936,23.56256,0.000644,0.358258,FORWARD
525,16.8,67.78927,160.577433,0.039669,0.039669,0.042239,0.040557,0.3,0.3,64.919852,68.023908,12.98076,23.59396,0.000644,0.358258,TURN_LEFT
526,16.832,71.902908,150.272524,0.04204,0.041047,0.042179,0.041047,0.3,0.3,63.475758,68.808459,12.9054,23.6756,6.4e-05,0.358258,TURN_LEFT
527,16.864,70.901486,142.83484,0.043996,0.042103,0.042724,0.042103,0.3,0.3,68.014545,66.420687,12.82376,23.75724,0.0,0.358258,TURN_LEFT
528,16.896,67.182665,135.282008,0.045982,0.043534,0.043701,0.043534,0.3,0.3,70.83696,65.1679,12.74212,23.8326,-6.4e-05,0.358258,TURN_LEFT
529,16.928,68.503588,121.618782,0.049574,0.045698,0.045463,0.045698,0.3,0.063936,69.361745,89.565676,12.66048,23.91424,0.0,0.358258,TURN_LEFT
530,16.96,65.71838,115.442223,0.052865,0.048224,0.047684,0.048224,0.3,0.05901,65.532058,105.664941,12.58512,23.99588,6.4e-05,0.358258,TURN_LEFT
531,16.992,67.880024,108.570656,0.057184,0.051434,0.050534,0.051434,0.06853,0.055747,72.615377,110.856814,12.50348,24.07752,0.0,0.358258,TURN_LEFT
532,17.024,67.677231,103.458911,0.060171,0.054605,0.053425,0.054605,0.3,0.052397,69.737853,116.185777,12.42184,24.15288,-6.4e-05,0.358258,TURN_LEFT
533,17.056,69.15886,77.02987,0.067333,0.059165,0.057597,0.059165,0.06853,0.053146,72.613282,114.994356,12.3402,24.23452,0.0,0.358258,TURN_LEFT
534,17.088,64.150907,65.719941,0.3,0.3,0.130318,0.3,0.068456,0.048607,72.888127,125.29908,12.26484,24.31616,6.4e-05,0.358258,FORWARD
535,17.12,72.448165,64.564947,0.068575,0.068575,0.111795,0.068575,0.3,0.047013,70.012437,131.361055,12.30252,24.35384,0.000772,0.545455,FORWARD
536,17.152,68.164717,65.808134,0.3,0.3,0.168257,0.3,0.068346,0.044043,73.294642,142.656178,12.31508,24.41664,0.000772,0.545455,FORWARD
537,17.184,70.179948,70.284679,0.3,0.29962,0.20778,0.29962,0.3,0.045285,70.668845,137.930408,12.35276,24.4606,0.000837,0.545455,FORWARD
538,17.216,61.502859,64.686315,0.3,0.29934,0.235446,0.29934,0.3,0.042787,70.218041,147.430443,12.36532,24.5234,0.000772,0.427083,FORWARD
539,17.248,62.270244,69.72435,0.3,0.299119,0.254812,0.299119,0.3,0.043269,65.694191,145.5981,12.37788,24.5862,0.000772,0.385403,FORWARD
540,17.28,67.40349,64.912141,0.3,0.298957,0.268368,0.298957,0.3,0.042273,67.445986,149.384726,12.39044,24.649,0.000772,0.369246,FORWARD
541,17.312,68.475617,69.063479,0.3,0.298843,0.277858,0.298843,0.3,0.039584,65.054809,161.231208,12.403,24.7118,0.000772,0.362751,FORWARD
542,17.344,68.944245,65.605293,0.3,0.298766,0.284501,0.298766,0.3,0.038376,67.407867,170.515035,12.41556,24.7746,0.000772,0.360103,FORWARD
543,17.376,67.508804,71.219223,0.3,0.298672,0.28915,0.298672,0.3,0.037957,72.207486,173.737244,12.4344,24.8374,0.000837,0.359017,FORWARD
544,17.408,65.964221,71.492815,0.3,0.298653,0.292405,0.298653,0.3,0.03774,67.931825,175.410569,12.44696,24.9002,0.000772,0.35857,FORWARD
545,17.44,67.856524,62.442309,0.3,0.29864,0.294684,0.29864,0.3,0.036049,63.72235,188.412342,12.45952,24.963,0.000772,0.358386,FORWARD
546,17.472,71.538209,68.52006,0.3,0.298632,0.296279,0.298632,0.3,0.036629,67.110051,183.950408,12.47208,25.0258,0.000772,0.358311,FORWARD
547,17.504,61.353015,67.922927,0.3,0.298585,0.297395,0.298585,0.3,0.036359,67.98295,186.025657,12.48464,25.09488,0.000837,0.358279,FORWARD
548,17.536,69.662089,69.392367,0.3,0.298596,0.298177,0.298596,0.3,0.035606,68.42637,191.81651,12.4972,25.15768,0.000772,0.358267,FORWARD
549,17.568,70.148425,61.261148,0.3,0.298603,0.298724,0.298603,0.3,0.035146,69.917941,195.357734,12.50976,25.22048,0.000772,0.358261,FORWARD
550,17.6,66.102628,69.118535,0.3,0.298608,0.299106,0.298608,0.3,0.034836,69.50812,197.741811,12.52232,25.28328,0.000772,0.358259,FORWARD
551,17.632,63.046985,65.217119,0.3,0.298611,0.299375,0.298611,0.3,0.032638,67.310209,214.643626,12.53488,25.34608,0.000772,0.358258,FORWARD
552,17.664,66.898752,66.451877,0.3,0.298613,0.299562,0.298613,0.3,0.034308,60.425376,201.80246,12.54744,25.40888,0.000772,0.358258,FORWARD
553,17.696,67.210241,66.646984,0.3,0.298573,0.299694,0.298573,0.3,0.032046,66.092987,219.197043,12.56,25.47796,0.000837,0.358258,FORWARD
554,17.728,70.95509,67.03161,0.3,0.298588,0.299785,0.298588,0.3,0.031298,70.45095,224.950086,12.57256,25.54076,0.000772,0.358258,FORWARD
555,17.76,72.507586,65.689883,0.068559,0.068559,0.230418,0.068559,0.3,0.031127,64.219338,226.266342,12.58512,25.60356,0.000772,0.358258,FORWARD
556,17.792,63.67468,65.133051,0.3,0.3,0.251292,0.3,0.3,0.031412,70.388166,224.075442,12.59768,25.66636,0.000772,0.545455,FORWARD
557,17.824,67.866068,65.858516,0.3,0.299649,0.265905,0.299649,0.3,0.031466,69.478053,223.654211,12.61024,25.72916,0.000772,0.545455,FORWARD
558,17.856,65.431258,64.016805,0.3,0.299319,0.276133,0.299319,0.3,0.031107,64.106456,226.414082,12.6228,25.79824,0.000837,0.427083,FORWARD
559,17.888,69.21091,60.601688,0.3,0.299107,0.283293,0.299107,0.3,0.029529,62.980971,241.943042,12.63536,25.86104,0.000772,0.385403,FORWARD
560,17.92,63.040335,66.17045,0.3,0.29895,0.288305,0.29895,0.3,0.03116,67.091869,226.01134,12.64792,25.92384,0.000772,0.369246,FORWARD
561,17.952,60.513143,69.095914,0.3,0.298838,0.291814,0.298838,0.3,0.030338,71.458237,232.327939,12.66048,25.98664,0.000772,0.362751,FORWARD
562,17.984,70.33483,69.943293,0.3,0.298721,0.29427,0.298721,0.068085,0.031265,74.255971,225.203563,12.67304,26.05572,0.000837,0.360103,FORWARD
563,18.016,70.654809,64.304114,0.3,0.298685,0.295989,0.298685,0.3,0.03126,68.938207,225.242631,12.71072,26.0934,0.000772,0.359017,FORWARD
564,18.048,69.697677,73.32782,0.068337,0.068337,0.227693,0.068337,0.3,0.029961,66.57926,235.509136,12.72328,26.1562,0.000772,0.35857,FORWARD
565,18.08,68.110251,66.398217,0.3,0.3,0.249385,0.3,0.3,0.030143,64.278797,233.830197,12.73584,26.22528,0.000837,0.545455,FORWARD
566,18.112,70.5988,67.471191,0.3,0.299649,0.26457,0.299649,0.068083,0.031837,74.262355,220.80476,12.7484,26.28808,0.000772,0.545455,FORWARD
567,18.144,71.390914,68.189898,0.3,0.299356,0.275199,0.299356,0.3,0.031212,63.830169,225.606424,12.7798,26.33204,0.000772,0.427083,FORWARD
568,18.176,62.553753,66.487586,0.3,0.29913,0.282639,0.29913,0.3,0.031084,67.302599,226.59066,12.79236,26.39484,0.000772,0.385403,FORWARD
569,18.208,66.815242,66.350633,0.3,0.298964,0.287847,0.298964,0.3,0.032793,65.99995,213.450344,12.80492,26.45764,0.000772,0.369246,FORWARD
570,18.24,70.612991,72.30161,0.3,0.298847,0.291493,0.298847,0.3,0.03269,61.814839,214.245317,12.81748,26.52044,0.000772,0.362751,FORWARD
571,18.272,64.881515,70.284689,0.3,0.298727,0.294045,0.298727,0.3,0.031645,68.471641,222.276399,12.83632,26.58324,0.000837,0.360103,FORWARD
572,18.304,65.544602,62.556839,0.3,0.298648,0.295832,0.298648,0.068404,0.032505,73.080753,215.668567,12.84888,26.65232,0.000837,0.359017,FORWARD
573,18.336,66.307227,64.75092,0.3,0.298678,0.297082,0.298678,0.3,0.032678,64.572688,214.336861,12.88028,26.69,0.000708,0.35857,FORWARD
574,18.368,63.983667,64.189137,0.3,0.298615,0.297958,0.298615,0.3,0.033517,66.567163,207.887195,12.89284,26.75908,0.000837,0.358386,FORWARD
575,18.4,68.845425,56.04014,0.3,0.298616,0.29857,0.298616,0.3,0.034608,68.486458,199.497035,12.9054,26.82188,0.000772,0.358311,FORWARD
576,18.432,68.98343,72.58507,0.068538,0.068538,0.229561,0.068538,0.3,0.033822,67.202326,205.542118,12.91796,26.88468,0.000772,0.358279,FORWARD
577,18.464,65.208042,65.922795,0.3,0.3,0.250692,0.3,0.3,0.033521,64.566412,207.852114,12.93052,26.94748,0.000772,0.545455,FORWARD
578,18.496,69.864736,72.253537,0.3,0.299649,0.265485,0.299649,0.3,0.035388,66.298769,193.497005,12.94308,27.01028,0.000772,0.545455,FORWARD
579,18.528,70.606044,85.671748,0.064991,0.064991,0.205337,0.064991,0.3,0.035203,66.47256,194.916588,12.95564,27.07308,0.000772,0.427083,FORWARD
580,18.56,65.971957,92.582436,0.063119,0.063119,0.162671,0.063589,0.3,0.03554,71.536189,192.3281,12.9682,27.14216,0.000837,0.545455,FORWARD
581,18.592,66.975963,94.454385,0.062611,0.062611,0.132653,0.062692,0.3,0.036211,62.43664,187.166121,12.98704,27.20496,0.000837,0.427083,FORWARD
582,18.624,66.709494,110.616492,0.055898,0.055898,0.109627,0.059599,0.3,0.038647,65.246893,168.432817,12.9996,27.26776,0.000772,0.385403,FORWARD
583,18.656,70.00565,105.30062,0.059239,0.058979,0.09451,0.058979,0.3,0.038621,69.223369,168.635356,13.01216,27.33056,0.000772,0.369246,FORWARD
584,18.688,68.861975,104.634418,0.059658,0.058733,0.084055,0.058733,0.3,0.040179,60.594304,157.348131,13.02472,27.39336,0.000772,0.362751,FORWARD
585,18.72,68.615868,117.563105,0.051532,0.051532,0.074298,0.055645,0.3,0.039946,66.585342,158.442713,13.03728,27.45616,0.000772,0.360103,FORWARD
586,18.752,68.31409,115.741668,0.052677,0.052677,0.067811,0.054084,0.3,0.040289,63.265808,156.929115,13.04984,27.51896,0.000772,0.359017,FORWARD
587,18.784,66.056292,118.055226,0.051222,0.051222,0.062835,0.052563,0.3,0.041389,64.487187,152.748678,13.0624,27.58176,0.000772,0.35857,FORWARD
588,18.816,66.615954,127.398564,0.048055,0.048055,0.058401,0.050451,0.068389,0.041416,73.135615,152.64576,13.07496,27.64456,0.000772,0.358386,FORWARD
589,18.848,66.657361,127.57789,0.048007,0.048007,0.055283,0.049039,0.068475,0.046279,72.818393,134.150421,13.11264,27.68852,0.000837,0.358311,FORWARD
590,18.88,67.619614,122.610902,0.049313,0.048683,0.053492,0.048683,0.3,0.044562,64.039893,140.679141,13.14404,27.7262,0.000708,0.358279,FORWARD
591,18.912,65.963931,136.806671,0.045581,0.045581,0.051119,0.047076,0.3,0.04586,68.157768,135.744164,13.1566,27.789,0.000772,0.358267,FORWARD
592,18.944,67.666804,141.87248,0.044249,0.044249,0.049058,0.045608,0.3,0.049419,67.625495,122.208972,13.16916,27.84552,0.000708,0.358261,FORWARD
593,18.976,63.07754,140.161504,0.044699,0.044699,0.04775,0.044828,0.3,0.050809,63.588309,118.713421,13.18172,27.90204,0.000708,0.358259,FORWARD
594,19.008,62.987028,142.746599,0.044019,0.044019,0.046631,0.044084,0.3,0.048245,69.012499,126.672847,13.188,27.96484,0.000708,0.358258,FORWARD
595,19.04,64.229471,156.182918,0.040486,0.040486,0.044787,0.04234,0.3,0.0535,62.211992,114.431063,13.20056,28.02136,0.000708,0.358258,FORWARD
596,19.072,66.13873,159.587012,0.039798,0.039798,0.04329,0.041016,0.3,0.056951,65.337822,108.940516,13.20684,28.07788,0.000644,0.358258,TURN_LEFT
597,19.104,61.742609,146.75252,0.042965,0.041756,0.043193,0.041756,0.3,0.056373,66.910153,109.861078,13.1252,28.15324,-6.4e-05,0.358258,TURN_LEFT
598,19.136,66.30096,138.73189,0.045074,0.042903,0.043757,0.042903,0.3,0.060578,67.530254,101.958938,13.04984,28.23488,6.4e-05,0.358258,TURN_LEFT
599,19.168,72.884528,125.048241,0.048673,0.04497,0.045232,0.04497,0.3,0.063267,71.018379,92.033773,12.9682,28.31652,0.0,0.358258,TURN_LEFT
600,19.2,67.387731,122.809399,0.049261,0.046508,0.046441,0.046508,0.3,0.068086,69.697955,74.251716,12.88656,28.39816,0.0,0.358258,TURN_LEFT
601,19.232,68.653423,111.423042,0.055391,0.04969,0.049126,0.04969,0.3,0.3,61.700918,66.748831,12.8112,28.47352,0.0,0.358258,TURN_LEFT
602,19.264,67.524667,104.483891,0.059752,0.053295,0.052314,0.053295,0.3,0.3,68.767106,70.14716,12.72956,28.55516,0.0,0.358258,TURN_LEFT
603,19.296,67.722913,91.52969,0.063404,0.056917,0.055641,0.056917,0.3,0.3,70.11259,67.687386,12.64792,28.6368,0.0,0.358258,TURN_LEFT
604,19.328,62.42624,74.182299,0.068105,0.060884,0.05938,0.060884,0.3,0.3,62.960285,62.615457,12.57884,28.71216,6.4e-05,0.358258,TURN_LEFT
605,19.36,69.585839,66.837348,0.3,0.3,0.131566,0.3,0.3,0.3,69.541587,67.958886,12.48464,28.7938,-0.000129,0.358258,FORWARD
606,19.392,63.231205,68.2788,0.3,0.29962,0.182096,0.29962,0.068496,0.3,72.738858,71.835937,12.5286,28.83148,0.000837,0.545455,FORWARD
607,19.424,67.309902,63.584054,0.3,0.299303,0.217467,0.299303,0.3,0.3,63.484076,65.616096,12.5914,28.85032,0.000837,0.427083,FORWARD
608,19.456,69.358662,66.276426,0.3,0.299136,0.242227,0.299136,0.3,0.3,64.423751,70.855534,12.6228,28.888,0.000708,0.385403,FORWARD
609,19.488,67.528349,67.683425,0.3,0.298927,0.259559,0.298927,0.3,0.3,69.987813,65.737054,12.66676,28.92568,0.000837,0.369246,FORWARD
610,19.52,65.015783,73.093979,0.0684,0.0684,0.202211,0.0684,0.3,0.3,64.007573,71.453575,12.70444,28.96336,0.000772,0.362751,FORWARD
611,19.552,67.797042,81.764591,0.06605,0.06605,0.161363,0.066767,0.3,0.3,67.251647,69.574477,12.74212,29.00104,0.000772,0.545455,FORWARD
612,19.584,69.83771,86.335754,0.064811,0.064811,0.132398,0.065489,0.3,0.3,65.94402,65.790157,12.7798,29.03872,0.000772,0.427083,FORWARD
613,19.616,68.961344,87.567449,0.064478,0.064478,0.112022,0.064585,0.3,0.067877,66.121507,75.023169,12.81748,29.08268,0.000837,0.385403,FORWARD
614,19.648,64.135941,81.511163,0.066119,0.064664,0.098251,0.064664,0.068463,0.3,72.862572,68.220149,12.83632,29.1392,0.000772,0.369246,FORWARD
615,19.68,64.337114,106.123928,0.058722,0.058722,0.086392,0.062016,0.3,0.3,66.400535,65.565919,12.89284,29.15804,0.000772,0.362751,FORWARD
616,19.712,66.758273,100.58512,0.06095,0.06095,0.078759,0.061138,0.3,0.3,68.148647,65.106697,12.93052,29.19572,0.000772,0.360103,FORWARD
617,19.744,63.654087,102.753641,0.060362,0.060362,0.07324,0.060364,0.3,0.3,68.780441,70.639368,12.9682,29.2334,0.000772,0.359017,FORWARD
618,19.776,73.509011,106.44876,0.058517,0.058517,0.068823,0.059165,0.3,0.3,71.545334,71.603096,13.01216,29.27108,0.000837,0.35857,FORWARD
619,19.808,67.891295,107.319123,0.05797,0.05797,0.065567,0.058241,0.3,0.3,66.828049,66.252245,13.04984,29.30876,0.000772,0.358386,FORWARD
620,19.84,65.360637,102.100488,0.060539,0.058569,0.064059,0.058569,0.3,0.3,65.977042,69.280675,13.08752,29.34644,0.000772,0.358311,FORWARD
621,19.872,65.714413,109.902163,0.056347,0.056347,0.061745,0.057277,0.3,0.3,64.139525,66.294203,13.1252,29.38412,0.000772,0.358279,FORWARD
622,19.904,61.4628,117.828408,0.051365,0.051365,0.058631,0.054622,0.3,0.3,65.541143,69.93692,13.16288,29.42808,0.000837,0.358267,FORWARD
623,19.936,71.959265,117.751176,0.051413,0.051413,0.056466,0.052977,0.3,0.3,65.545228,65.616668,13.20056,29.46576,0.000772,0.358261,FORWARD
624,19.968,64.571493,116.561953,0.052161,0.052161,0.055174,0.052189,0.3,0.3,68.368015,62.045758,13.23824,29.50344,0.000772,0.358259,FORWARD
625,20.0,61.783454,123.443433,0.049095,0.049095,0.05335,0.050585,0.3,0.3,69.918101,66.473795,13.27592,29.54112,0.000772,0.358258,FORWARD
626,20.032,63.061051,123.588896,0.049056,0.049056,0.052062,0.049541,0.3,0.3,68.449766,70.389794,13.3136,29.5788,0.000772,0.358258,FORWARD
627,20.064,68.333525,130.681584,0.047191,0.047191,0.050601,0.048204,0.3,0.3,62.611611,63.958903,13.35128,29.61648,0.000772,0.358258,FORWARD
628,20.096,62.036761,132.302363,0.046765,0.046765,0.04945,0.047193,0.3,0.035319,69.060471,194.024101,13.38896,29.65416,0.000772,0.358258,FORWARD
629,20.128,70.784489,132.142728,0.046807,0.0466,0.048657,0.0466,0.068574,0.034312,72.451868,201.773269,13.40152,29.71068,0.000708,0.358258,FORWARD
630,20.16,63.091966,135.348194,0.045964,0.045877,0.047849,0.045877,0.3,0.032386,68.214539,216.584251,13.43292,29.75464,0.000772,0.358258,FORWARD
631,20.192,71.428034,119.659132,0.050214,0.046976,0.048559,0.046976,0.3,0.029712,63.4068,239.221587,13.44548,29.81116,0.000708,0.358258,FORWARD
632,20.224,65.541912,122.394015,0.04937,0.04738,0.048802,0.04738,0.3,0.028103,67.919418,263.18056,13.45176,29.87396,0.000708,0.358258,FORWARD
633,20.256,65.781519,129.755296,0.047435,0.046904,0.048392,0.046904,0.3,0.02656,72.144326,286.160974,13.46432,29.93676,0.000772,0.358258,FORWARD
634,20.288,70.274638,119.868155,0.050083,0.047588,0.048899,0.047588,0.3,0.024816,70.424206,312.120065,13.4706,29.99956,0.000708,0.358258,FORWARD
635,20.32,69.400434,119.299485,0.05044,0.048114,0.049362,0.048114,0.3,0.022088,66.997258,352.746849,13.48316,30.06236,0.000772,0.358258,FORWARD
636,20.352,64.782519,110.525974,0.055955,0.050427,0.05134,0.050427,0.3,0.021419,66.785905,362.712869,13.49572,30.12516,0.000772,0.358258,FORWARD
637,20.384,61.634058,113.338607,0.054187,0.051279,0.052194,0.051279,0.3,0.019991,67.950495,384.233976,13.502,30.19424,0.000772,0.358258,FORWARD
638,20.416,68.559598,104.071382,0.060005,0.053909,0.054537,0.053909,0.3,0.019847,60.93395,390.510145,13.51456,30.25704,0.000772,0.358258,FORWARD
639,20.448,68.999691,98.227765,0.061589,0.056165,0.056653,0.056165,0.3,0.018983,66.376064,428.083571,13.52712,30.31984,0.000772,0.358258,FORWARD
640,20.48,68.248984,87.927946,0.06438,0.058571,0.058971,0.058571,0.3,0.018481,67.261918,449.969305,13.53968,30.38892,0.000837,0.358258,FORWARD
641,20.512,69.022464,75.931282,0.067631,0.061321,0.061569,0.061321,0.3,0.018123,68.339764,465.554422,13.55224,30.45172,0.000772,0.358258,FORWARD
642,20.544,64.864789,67.260594,0.3,0.3,0.133098,0.3,0.3,0.017029,66.06065,513.160725,13.5648,30.5208,0.000837,0.358258,FORWARD
643,20.576,69.285397,67.547247,0.3,0.299678,0.183169,0.299678,0.3,0.017169,71.679891,507.06932,13.57108,30.5836,0.000708,0.545455,FORWARD
644,20.608,69.327158,63.032297,0.3,0.299336,0.218218,0.299336,0.3,0.016126,67.867578,552.434317,13.58364,30.65268,0.000837,0.427083,FORWARD
645,20.64,63.60761,65.353043,0.3,0.299117,0.242753,0.299117,0.3,0.015613,62.204988,574.788603,13.5962,30.71548,0.000772,0.385403,FORWARD
646,20.672,60.261182,65.129441,0.3,0.298956,0.259927,0.298956,0.3,0.01509,67.133879,597.544524,13.60876,30.77828,0.000772,0.369246,FORWARD
647,20.704,66.29973,67.81607,0.3,0.298842,0.271949,0.298842,0.3,0.014915,68.673737,616.208035,13.61504,30.84736,0.000772,0.362751,FORWARD
648,20.736,65.550529,65.176559,0.3,0.298765,0.280364,0.298765,0.3,0.014583,66.602335,673.606232,13.6276,30.91016,0.000772,0.360103,FORWARD
649,20.768,67.988379,69.847297,0.3,0.298672,0.286255,0.298672,0.3,0.014418,61.686861,702.065299,13.64016,30.97924,0.000837,0.359017,FORWARD
650,20.8,68.59361,70.03918,0.3,0.298653,0.290378,0.298653,0.3,0.014387,67.402831,707.351619,13.65272,31.04204,0.000772,0.35857,FORWARD
651,20.832,68.939031,68.433318,0.3,0.29864,0.293265,0.29864,0.3,0.013983,71.382649,777.172017,13.659,31.11112,0.000772,0.358386,FORWARD
652,20.864,67.307272,62.888906,0.3,0.298632,0.295285,0.298632,0.3,0.013698,69.271255,826.453758,13.67156,31.17392,0.000772,0.358311,FORWARD
653,20.896,63.326036,69.955765,0.3,0.298585,0.2967,0.298585,0.3,0.013868,63.826802,797.197972,13.68412,31.243,0.000837,0.358279,FORWARD
654,20.928,63.416363,68.630435,0.3,0.298596,0.29769,0.298596,0.3,0.013527,66.471489,856.139395,13.69668,31.3058,0.000772,0.358267,FORWARD
655,20.96,67.099811,63.278977,0.3,0.298603,0.298383,0.298603,0.3,0.013363,71.922814,884.427203,13.70296,31.37488,0.000772,0.358261,FORWARD
656,20.992,64.882726,70.904786,0.3,0.298608,0.298868,0.298608,0.3,0.013451,71.244881,869.259456,13.71552,31.43768,0.000772,0.358259,FORWARD
657,21.024,68.344003,66.200094,0.3,0.29857,0.299208,0.29857,0.3,0.013307,65.991266,894.047968,13.72808,31.50676,0.000837,0.358258,FORWARD
658,21.056,63.562265,71.104634,0.3,0.298586,0.299445,0.298586,0.3,0.01323,64.950175,907.405781,13.74064,31.56956,0.000772,0.358258,FORWARD
659,21.088,65.861912,62.852891,0.3,0.298597,0.299612,0.298597,0.3,0.013298,65.288568,895.70259,13.74692,31.63864,0.000772,0.358258,FORWARD
660,21.12,69.329032,64.325852,0.3,0.298604,0.299728,0.298604,0.3,0.0135,70.541854,860.67534,13.75948,31.70144,0.000772,0.358258,FORWARD
661,21.152,64.594882,63.318042,0.3,0.298567,0.29981,0.298567,0.3,0.013404,67.07384,877.305127,13.77204,31.77052,0.000837,0.358258,FORWARD
662,21.184,62.122387,67.411356,0.3,0.298585,0.299867,0.298585,0.3,0.013696,64.360865,826.790309,13.7846,31.83332,0.000772,0.358258,FORWARD
663,21.216,65.240066,72.529351,0.068553,0.068553,0.230473,0.068553,0.3,0.01393,69.381009,786.420091,13.79088,31.9024,0.000772,0.358258,FORWARD
664,21.248,67.188077,65.580408,0.3,0.3,0.251331,0.3,0.3,0.014377,64.238827,709.088432,13.80344,31.9652,0.000772,0.545455,FORWARD
665,21.28,75.479446,66.980332,0.067754,0.067754,0.196258,0.067754,0.3,0.01496,68.118541,608.392584,13.816,32.03428,0.000837,0.545455,FORWARD
666,21.312,63.614629,65.254746,0.3,0.3,0.22738,0.3,0.3,0.014998,67.07457,601.760229,13.82228,32.09708,0.000708,0.545455,FORWARD
667,21.344,64.354044,66.777134,0.3,0.29962,0.249166,0.29962,0.3,0.017056,71.700846,511.980435,13.83484,32.16616,0.000837,0.545455,FORWARD
668,21.376,66.473927,66.21314,0.3,0.29934,0.264416,0.29934,0.3,0.0158,66.438098,566.630253,13.8474,32.22896,0.000772,0.427083,FORWARD
669,21.408,63.816411,69.778124,0.3,0.299119,0.275091,0.299119,0.3,0.016875,69.067282,519.873874,13.85996,32.29176,0.000772,0.385403,FORWARD
670,21.44,66.40763,66.954555,0.3,0.298917,0.282564,0.298917,0.3,0.017996,69.942835,471.083764,13.87252,32.36084,0.000837,0.369246,FORWARD
671,21.472,69.448716,67.49027,0.3,0.298858,0.287795,0.298858,0.3,0.018335,67.913189,456.292681,13.8788,32.42364,0.000708,0.362751,FORWARD
672,21.504,70.796532,62.739855,0.3,0.298734,0.291456,0.298734,0.3,0.019779,63.370973,393.450908,13.89136,32.49272,0.000837,0.360103,FORWARD
673,21.536,60.985316,65.018576,0.3,0.298693,0.294019,0.298693,0.3,0.020664,68.260118,373.94678,13.90392,32.55552,0.000772,0.359017,FORWARD
674,21.568,70.252641,63.037941,0.3,0.298625,0.295814,0.298625,0.3,0.021692,69.231359,358.64044,13.91648,32.6246,0.000837,0.35857,FORWARD
675,21.6,68.815681,66.645375,0.3,0.298622,0.29707,0.298622,0.3,0.022573,60.506711,345.52782,13.92904,32.6874,0.000772,0.358386,FORWARD
676,21.632,67.885169,66.996138,0.3,0.29862,0.297949,0.29862,0.3,0.024321,68.663838,319.500855,13.9416,32.7502,0.000772,0.358311,FORWARD
677,21.664,63.059643,66.201398,0.3,0.298578,0.298564,0.298578,0.3,0.025469,66.406901,302.400617,13.95416,32.81928,0.000837,0.358279,FORWARD
678,21.696,71.662145,67.323292,0.3,0.298633,0.298995,0.298633,0.3,0.026578,68.404685,285.885074,13.96044,32.88208,0.000708,0.358267,FORWARD
679,21.728,66.720167,65.657686,0.3,0.298627,0.299296,0.298627,0.3,0.028204,69.384408,261.672932,13.973,32.94488,0.000772,0.358261,FORWARD
680,21.76,63.597525,63.460433,0.3,0.298623,0.299507,0.298623,0.3,0.029605,67.009164,240.811449,13.98556,33.00768,0.000772,0.358259,FORWARD
681,21.792,67.769719,63.040665,0.3,0.298579,0.299655,0.298579,0.3,0.031278,63.851294,225.102371,13.99812,33.07676,0.000837,0.358258,FORWARD
682,21.824,70.681594,68.763618,0.3,0.298593,0.299759,0.298593,0.3,0.032583,66.120163,215.069223,14.01068,33.13956,0.000772,0.358258,FORWARD
683,21.856,62.863838,69.953559,0.3,0.298601,0.299831,0.298601,0.3,0.034831,68.098024,197.779896,14.02324,33.20236,0.000772,0.358258,FORWARD
684,21.888,67.985111,65.309093,0.3,0.298607,0.299882,0.298607,0.3,0.037775,64.826267,175.138312,14.0358,33.26516,0.000772,0.358258,FORWARD
685,21.92,68.938265,68.642386,0.3,0.298569,0.299917,0.298569,0.06857,0.037966,72.465755,173.672601,14.05464,33.32796,0.000837,0.358258,FORWARD
686,21.952,67.713102,69.859736,0.3,0.298586,0.299942,0.298586,0.3,0.038735,64.181626,167.761316,14.08604,33.37192,0.000772,0.358258,FORWARD
687,21.984,70.677493,62.457339,0.3,0.298597,0.299959,0.298597,0.3,0.043868,68.284921,143.320072,14.0986,33.43472,0.000772,0.358258,FORWARD
688,22.016,68.138461,64.202752,0.3,0.298604,0.299972,0.298604,0.3,0.043655,68.721177,144.128959,14.11116,33.49752,0.000772,0.358258,FORWARD
689,22.048,64.716386,67.591053,0.3,0.298567,0.29998,0.298567,0.3,0.048536,71.419327,125.567399,14.13,33.56032,0.000837,0.358258,FORWARD
690,22.08,69.982901,65.512802,0.3,0.298585,0.299986,0.298585,0.3,0.049554,67.154736,121.697637,14.14256,33.62312,0.000772,0.358258,FORWARD
