step,time,sensor_raw_FL,sensor_raw_FR,raw_frontal,front_dist,side_danger,filtered_frontal,kalman_estimate,raw_left,raw_right,sensor_raw_L,sensor_raw_R,encoder_L,encoder_R,delta_s,kalman_gain,action
3336,106.752,70.018797,70.902255,0.3,0.299356,0.3,0.27129,0.299356,0.3,0.3,68.061583,67.430849,103.1176,138.29816,0.000772,0.427083,FORWARD
3337,106.784,68.096953,64.263601,0.3,0.29913,0.068261,0.279903,0.29913,0.068261,0.3,73.608641,65.336573,103.15528,138.33584,0.000772,0.385403,FORWARD
3338,106.816,68.888888,72.126463,0.3,0.298964,0.3,0.285932,0.298964,0.3,0.3,63.263026,68.890382,103.23064,138.33584,0.000772,0.369246,FORWARD
3339,106.848,68.26581,67.382449,0.3,0.298847,0.068416,0.290152,0.298847,0.3,0.068416,65.955803,73.034194,103.26832,138.37352,0.000772,0.362751,FORWARD
3340,106.88,61.684127,67.520621,0.3,0.298727,0.3,0.293107,0.298727,0.3,0.3,68.619516,64.971673,103.2746,138.44888,0.000837,0.360103,FORWARD
3341,106.912,67.145656,59.978055,0.3,0.298648,0.068353,0.295175,0.298648,0.3,0.068353,69.34341,73.268981,103.31228,138.49284,0.000837,0.359017,FORWARD
3342,106.944,66.348767,63.213947,0.3,0.298637,0.3,0.296622,0.298637,0.3,0.3,67.029631,65.784859,103.31228,138.5682,0.000772,0.35857,FORWARD
3343,106.976,65.992878,76.515439,0.067473,0.067473,0.06811,0.227877,0.067473,0.3,0.06811,67.194869,74.165746,103.34996,138.60588,0.000772,0.358386,FORWARD
3344,107.008,70.848591,70.478751,0.3,0.3,0.3,0.249514,0.3,0.3,0.3,64.310415,63.881643,103.34996,138.68124,0.000772,0.545455,FORWARD
3345,107.04,69.593264,64.462776,0.3,0.299649,0.3,0.26466,0.299649,0.3,0.3,62.25268,69.794043,103.38764,138.71892,0.000772,0.545455,FORWARD
3346,107.072,65.371568,67.328467,0.3,0.299356,0.068324,0.275262,0.299356,0.068324,0.3,73.375896,69.109382,103.42532,138.7566,0.000772,0.427083,FORWARD
3347,107.104,68.899306,73.001006,0.068425,0.068425,0.3,0.213211,0.068425,0.3,0.3,66.742299,69.534541,103.50068,138.7566,0.000772,0.385403,FORWARD
3348,107.136,72.597698,66.228974,0.068534,0.068104,0.3,0.169808,0.068104,0.3,0.3,71.734789,66.562698,103.54464,138.79428,0.000837,0.545455,FORWARD
3349,107.168,69.381141,74.92658,0.067903,0.067576,0.3,0.139237,0.067576,0.3,0.3,66.061367,62.626285,103.58232,138.83196,0.000772,0.427083,FORWARD
3350,107.2,71.952021,65.941717,0.3,0.3,0.3,0.187466,0.3,0.3,0.3,70.139471,69.974617,103.62,138.86964,0.000772,0.385403,FORWARD
3351,107.232,70.997483,66.675689,0.3,0.29962,0.3,0.221226,0.29962,0.3,0.3,66.835568,70.786498,103.65768,138.9136,0.000837,0.545455,FORWARD
3352,107.264,66.372956,70.807361,0.3,0.29934,0.3,0.244858,0.29934,0.3,0.3,68.629912,60.657199,103.69536,138.95128,0.000772,0.427083,FORWARD
3353,107.296,66.997344,73.346891,0.068331,0.068331,0.3,0.1919,0.068331,0.3,0.3,68.653715,67.570246,103.73304,138.98896,0.000772,0.385403,FORWARD
3354,107.328,69.235019,67.140175,0.3,0.3,0.3,0.22433,0.3,0.3,0.3,64.604776,65.385361,103.77072,139.02664,0.000772,0.545455,FORWARD
3355,107.36,62.643561,64.278354,0.3,0.299649,0.3,0.247031,0.299649,0.3,0.3,66.608766,70.356362,103.8084,139.06432,0.000772,0.545455,FORWARD
3356,107.392,65.483492,65.600028,0.3,0.299356,0.067906,0.262922,0.299356,0.3,0.067906,67.581225,74.917746,103.84608,139.102,0.000772,0.427083,FORWARD
3357,107.424,64.47219,70.736482,0.3,0.29909,0.3,0.274045,0.29909,0.3,0.3,63.693137,64.14846,103.85236,139.17736,0.000837,0.385403,FORWARD
3358,107.456,67.248702,68.703554,0.3,0.298939,0.3,0.281832,0.298939,0.3,0.3,70.002186,62.006073,103.89004,139.21504,0.000772,0.369246,FORWARD
3359,107.488,74.157893,67.575192,0.068112,0.068112,0.3,0.217716,0.068112,0.3,0.3,69.270726,68.43499,103.92772,139.25272,0.000772,0.362751,FORWARD
3360,107.52,67.37643,69.090791,0.3,0.3,0.3,0.242401,0.3,0.3,0.3,67.658826,70.818026,103.9654,139.2904,0.000772,0.545455,FORWARD
3361,107.552,63.122208,73.002082,0.068425,0.068425,0.3,0.190208,0.068425,0.3,0.3,67.099141,67.978098,104.00308,139.33436,0.000837,0.545455,FORWARD
3362,107.584,65.542686,66.675131,0.3,0.3,0.3,0.223146,0.3,0.3,0.3,69.231581,70.006023,104.04076,139.37204,0.000772,0.545455,FORWARD
3363,107.616,69.131673,62.506024,0.3,0.299649,0.3,0.246202,0.299649,0.3,0.3,71.167,67.707149,104.07844,139.40972,0.000772,0.545455,FORWARD
3364,107.648,68.268222,69.594936,0.3,0.299356,0.3,0.262341,0.299356,0.3,0.3,65.418021,68.708885,104.11612,139.4474,0.000772,0.427083,FORWARD
3365,107.68,60.341058,65.198582,0.3,0.29909,0.068514,0.273639,0.29909,0.068514,0.3,72.672446,71.022576,104.16008,139.48508,0.000837,0.385403,FORWARD
3366,107.712,65.625461,62.087202,0.3,0.298939,0.3,0.281547,0.298939,0.3,0.3,67.466114,65.863896,104.23544,139.48508,0.000772,0.369246,FORWARD
3367,107.744,62.792292,68.391139,0.3,0.298832,0.3,0.287083,0.298832,0.3,0.3,67.58419,66.23628,104.27312,139.52276,0.000772,0.362751,FORWARD
3368,107.776,68.480881,66.232382,0.3,0.298717,0.068225,0.290958,0.298717,0.068225,0.3,73.739854,68.962509,104.3108,139.56672,0.000837,0.360103,FORWARD
3369,107.808,60.358975,58.778379,0.3,0.298682,0.3,0.293671,0.298682,0.3,0.3,65.189195,61.850163,104.38616,139.56672,0.000772,0.359017,FORWARD
3370,107.84,71.727222,66.74311,0.3,0.298659,0.3,0.29557,0.298659,0.3,0.3,62.811244,72.020071,104.42384,139.6044,0.000772,0.35857,FORWARD
3371,107.872,75.127276,72.300827,0.067849,0.067849,0.3,0.227253,0.067849,0.3,0.3,68.702152,68.133646,104.46152,139.64208,0.000772,0.358386,FORWARD
3372,107.904,65.705962,67.311206,0.3,0.3,0.3,0.249077,0.3,0.3,0.3,68.300159,64.116391,104.4992,139.67976,0.000772,0.545455,FORWARD
3373,107.936,68.745713,67.231374,0.3,0.299649,0.3,0.264354,0.299649,0.3,0.3,67.063244,64.910763,104.53688,139.71744,0.000772,0.545455,FORWARD
3374,107.968,64.913789,64.986846,0.3,0.299356,0.3,0.275048,0.299356,0.3,0.3,65.429414,65.909293,104.57456,139.75512,0.000772,0.427083,FORWARD
3375,108.0,65.149898,61.623967,0.3,0.29909,0.3,0.282534,0.29909,0.3,0.3,69.116918,64.5679,104.61852,139.7928,0.000837,0.385403,FORWARD
3376,108.032,69.951323,72.021415,0.3,0.298898,0.068361,0.287773,0.298898,0.068361,0.3,73.237942,64.216764,104.6562,139.83676,0.000837,0.369246,FORWARD
3377,108.064,70.498508,68.039907,0.3,0.298806,0.3,0.291441,0.298806,0.3,0.3,66.635581,65.871884,104.73156,139.83676,0.000772,0.362751,FORWARD
3378,108.096,67.291889,70.091838,0.3,0.298741,0.3,0.294009,0.298741,0.3,0.3,67.609935,71.414134,104.76924,139.87444,0.000772,0.360103,FORWARD
3379,108.128,64.712673,67.007787,0.3,0.298698,0.3,0.295806,0.298698,0.3,0.3,71.618534,68.00746,104.80692,139.91212,0.000772,0.359017,FORWARD
3380,108.16,68.574506,66.139676,0.3,0.29867,0.3,0.297064,0.29867,0.3,0.3,65.913262,67.445404,104.8446,139.9498,0.000772,0.35857,FORWARD
3381,108.192,62.598481,60.908626,0.3,0.298651,0.3,0.297945,0.298651,0.3,0.3,64.532004,66.703488,104.88228,139.98748,0.000772,0.358386,FORWARD
3382,108.224,67.390367,66.213579,0.3,0.298639,0.3,0.298562,0.298639,0.3,0.3,65.923754,61.460716,104.91996,140.02516,0.000772,0.358311,FORWARD
3383,108.256,62.232279,65.146945,0.3,0.298631,0.3,0.298993,0.298631,0.3,0.3,65.907032,65.32025,104.95764,140.06284,0.000772,0.358279,FORWARD
3384,108.288,63.940483,59.488963,0.3,0.298584,0.3,0.299295,0.298584,0.3,0.3,62.363381,65.376211,104.99532,140.1068,0.000837,0.358267,FORWARD
3385,108.32,64.898304,65.803704,0.3,0.298554,0.3,0.299507,0.298554,0.3,0.3,66.450449,70.394806,105.03928,140.14448,0.000837,0.358261,FORWARD
3386,108.352,69.817699,66.929161,0.3,0.298577,0.3,0.299655,0.298577,0.3,0.3,65.749404,70.462509,105.07696,140.18216,0.000772,0.358259,FORWARD
3387,108.384,69.853124,69.199114,0.3,0.298591,0.3,0.299758,0.298591,0.3,0.3,64.766571,72.211196,105.11464,140.21984,0.000772,0.358258,FORWARD
3388,108.416,64.227322,66.890601,0.3,0.2986,0.3,0.299831,0.2986,0.3,0.3,62.126517,70.094472,105.15232,140.25752,0.000772,0.358258,FORWARD
3389,108.448,67.365281,73.661945,0.068246,0.068246,0.3,0.230355,0.068246,0.3,0.3,67.850789,67.899006,105.19,140.2952,0.000772,0.358258,FORWARD
3390,108.48,59.703391,68.154579,0.3,0.3,0.3,0.251249,0.3,0.3,0.3,68.816526,64.057265,105.22768,140.33288,0.000772,0.545455,FORWARD
3391,108.512,68.576522,60.95538,0.3,0.299649,0.3,0.265874,0.299649,0.3,0.3,62.059601,69.493309,105.26536,140.37056,0.000772,0.545455,FORWARD
3392,108.544,68.682619,67.46572,0.3,0.299356,0.06837,0.276112,0.299356,0.3,0.06837,64.324974,73.205299,105.30304,140.40824,0.000772,0.427083,FORWARD
3393,108.576,68.000835,69.822407,0.3,0.29909,0.3,0.283278,0.29909,0.3,0.3,60.503946,68.148005,105.30932,140.4836,0.000837,0.385403,FORWARD
3394,108.608,69.845952,66.095505,0.3,0.298898,0.3,0.288295,0.298898,0.3,0.3,66.048154,63.264367,105.347,140.52756,0.000837,0.369246,FORWARD
3395,108.64,71.500703,67.45339,0.3,0.298806,0.068216,0.291806,0.298806,0.3,0.068216,66.75491,73.772313,105.38468,140.56524,0.000772,0.362751,FORWARD
3396,108.672,65.089573,61.954473,0.3,0.298741,0.3,0.294264,0.298741,0.3,0.3,67.320158,67.414118,105.38468,140.6406,0.000772,0.360103,FORWARD
3397,108.704,64.621911,70.059031,0.3,0.298698,0.3,0.295985,0.298698,0.3,0.3,68.39932,69.067166,105.42236,140.67828,0.000772,0.359017,FORWARD
3398,108.736,72.273425,69.830961,0.3,0.29867,0.3,0.29719,0.29867,0.3,0.3,65.271376,64.450958,105.46004,140.71596,0.000772,0.35857,FORWARD
3399,108.768,70.195105,68.496713,0.3,0.298651,0.3,0.298033,0.298651,0.3,0.3,65.844347,65.041908,105.49772,140.75364,0.000772,0.358386,FORWARD
3400,108.8,62.529502,66.226134,0.3,0.298639,0.3,0.298623,0.298639,0.3,0.3,65.528398,64.730087,105.5354,140.79132,0.000772,0.358311,FORWARD
3401,108.832,66.880136,63.78378,0.3,0.298589,0.3,0.299036,0.298589,0.3,0.3,66.729731,68.259404,105.57936,140.829,0.000837,0.358279,FORWARD
3402,108.864,65.61669,64.059064,0.3,0.298599,0.3,0.299325,0.298599,0.3,0.3,67.520605,67.870759,105.61704,140.86668,0.000772,0.358267,FORWARD
3403,108.896,71.542665,67.902684,0.3,0.298605,0.3,0.299528,0.298605,0.3,0.3,68.432889,61.454579,105.65472,140.90436,0.000772,0.358261,FORWARD
3404,108.928,64.202111,65.646624,0.3,0.298568,0.3,0.299669,0.298568,0.3,0.3,66.596943,64.590019,105.6924,140.94832,0.000837,0.358259,FORWARD
3405,108.96,69.140361,69.127024,0.3,0.298585,0.3,0.299769,0.298585,0.3,0.3,65.580056,64.077582,105.73008,140.986,0.000772,0.358258,FORWARD
3406,108.992,63.056905,71.189417,0.3,0.298596,0.3,0.299838,0.298596,0.3,0.3,58.201654,62.058788,105.76776,141.02368,0.000772,0.358258,FORWARD
3407,109.024,61.792061,66.886479,0.3,0.298604,0.3,0.299887,0.298604,0.3,0.3,69.80758,65.576459,105.80544,141.06136,0.000772,0.358258,FORWARD
3408,109.056,70.017295,58.441855,0.3,0.298608,0.3,0.299921,0.298608,0.3,0.3,63.473429,69.287469,105.84312,141.09904,0.000772,0.358258,FORWARD
3409,109.088,69.302074,63.531841,0.3,0.298611,0.068445,0.299944,0.298611,0.068445,0.3,72.926481,62.541895,105.8808,141.13672,0.000772,0.358258,FORWARD
3410,109.12,71.478308,64.695618,0.3,0.298613,0.3,0.299961,0.298613,0.3,0.3,70.519866,67.023887,105.95616,141.13672,0.000772,0.358258,FORWARD
3411,109.152,59.146031,63.509856,0.3,0.298573,0.3,0.299973,0.298573,0.3,0.3,70.600868,61.927916,106.00012,141.1744,0.000837,0.358258,FORWARD
3412,109.184,69.447589,69.523036,0.3,0.298547,0.068388,0.299981,0.298547,0.3,0.068388,71.376126,73.138604,106.0378,141.21836,0.000837,0.358258,FORWARD
3413,109.216,71.150327,61.491612,0.3,0.298572,0.3,0.299987,0.298572,0.3,0.3,68.653407,63.438191,106.0378,141.29372,0.000772,0.358258,FORWARD
3414,109.248,66.106914,69.386185,0.3,0.298588,0.3,0.299991,0.298588,0.3,0.3,65.189546,69.094488,106.07548,141.3314,0.000772,0.358258,FORWARD
3415,109.28,71.201458,66.552212,0.3,0.298598,0.067281,0.299993,0.298598,0.3,0.067281,67.445698,77.222379,106.11316,141.36908,0.000772,0.358258,FORWARD
3416,109.312,78.576859,64.938266,0.066914,0.066914,0.3,0.23007,0.066914,0.3,0.3,64.3056,70.834062,106.11316,141.44444,0.000772,0.358258,FORWARD
3417,109.344,74.829323,71.074487,0.06793,0.067117,0.3,0.181428,0.067117,0.3,0.3,69.440767,72.251044,106.15084,141.48212,0.000772,0.545455,FORWARD
3418,109.376,76.297387,66.552989,0.067532,0.066815,0.3,0.147259,0.066815,0.3,0.3,62.331926,71.531225,106.1948,141.5198,0.000837,0.427083,FORWARD
3419,109.408,88.80536,69.467381,0.064142,0.064142,0.068286,0.122324,0.06531,0.068286,0.3,73.513429,70.320346,106.23248,141.55748,0.000772,0.385403,FORWARD
3420,109.44,88.344273,65.673738,0.064267,0.064267,0.3,0.104907,0.064438,0.3,0.3,65.344474,63.128781,106.30784,141.55748,0.000772,0.369246,FORWARD
3421,109.472,96.327019,65.175982,0.062104,0.062104,0.3,0.092066,0.063058,0.3,0.3,65.293683,65.181016,106.34552,141.60144,0.000837,0.362751,FORWARD
3422,109.504,94.690926,70.727713,0.062547,0.06238,0.3,0.08321,0.06238,0.3,0.3,69.193208,67.764088,106.3832,141.63912,0.000772,0.360103,FORWARD
3423,109.536,100.108863,73.360538,0.061079,0.061079,0.3,0.076571,0.061418,0.3,0.3,72.219669,68.914043,106.42088,141.6768,0.000772,0.359017,FORWARD
3424,109.568,102.975274,81.921718,0.060302,0.060302,0.3,0.07169,0.060522,0.3,0.3,64.566223,70.320016,106.45856,141.71448,0.000772,0.35857,FORWARD
3425,109.6,105.082291,81.320358,0.059376,0.059376,0.3,0.067996,0.059616,0.3,0.3,68.891573,70.447546,106.49624,141.75216,0.000772,0.358386,FORWARD
3426,109.632,103.334013,87.499194,0.060205,0.059331,0.3,0.065659,0.059331,0.3,0.3,69.329876,61.125158,106.53392,141.78984,0.000772,0.358311,FORWARD
3427,109.664,109.557741,89.419926,0.056563,0.056563,0.3,0.06293,0.057844,0.3,0.3,67.598717,67.808722,106.5716,141.82752,0.000772,0.358279,FORWARD
3428,109.696,108.583977,94.467065,0.057175,0.057067,0.3,0.061204,0.057067,0.3,0.3,67.545421,67.253851,106.61556,141.8652,0.000837,0.358267,FORWARD
3429,109.728,112.760735,97.093959,0.05455,0.05455,0.3,0.059208,0.05567,0.3,0.3,62.594227,67.717866,106.65324,141.90288,0.000772,0.358261,FORWARD
3430,109.76,107.846533,106.164743,0.057639,0.055838,0.3,0.058737,0.055838,0.3,0.3,68.972088,67.423804,106.69092,141.94684,0.000837,0.358259,FORWARD
3431,109.792,123.915538,105.995386,0.04897,0.04897,0.068322,0.055807,0.052882,0.3,0.068322,66.81192,73.383581,106.7286,141.98452,0.000772,0.358258,FORWARD
3432,109.824,117.523881,113.147583,0.051556,0.051556,0.3,0.054532,0.051911,0.3,0.3,62.963094,63.452559,106.7286,142.05988,0.000772,0.358258,FORWARD
3433,109.856,112.19136,110.393468,0.054908,0.052489,0.3,0.054645,0.052489,0.3,0.3,58.83955,68.325022,106.76628,142.09756,0.000772,0.358258,FORWARD
3434,109.888,114.899344,109.601262,0.053206,0.05225,0.3,0.054213,0.05225,0.3,0.3,66.74614,67.69774,106.80396,142.13524,0.000772,0.358258,FORWARD
3435,109.92,130.652248,122.422003,0.047199,0.047199,0.3,0.052109,0.049945,0.3,0.3,69.084206,65.044591,106.84164,142.17292,0.000772,0.358258,FORWARD
3436,109.952,133.255397,114.763827,0.046514,0.046514,0.3,0.050431,0.04822,0.3,0.3,66.442987,65.85248,106.87932,142.2106,0.000772,0.358258,FORWARD
3437,109.984,134.503808,115.49698,0.046186,0.046186,0.3,0.049157,0.047037,0.3,0.3,66.097701,69.702302,106.917,142.242,0.000708,0.358258,FORWARD
3438,110.016,137.134598,116.778995,0.045494,0.045494,0.3,0.048058,0.04603,0.3,0.3,65.842289,70.368872,106.9484,142.27968,0.000708,0.358258,FORWARD
3439,110.048,137.578188,117.654664,0.045378,0.045301,0.3,0.047254,0.045301,0.3,0.3,72.194619,65.853552,106.98608,142.31736,0.000772,0.358258,FORWARD
3440,110.08,143.323365,137.213109,0.043867,0.043867,0.3,0.046238,0.044333,0.3,0.3,62.351314,61.918746,107.02376,142.34876,0.000708,0.358258,FORWARD
3441,110.112,152.315673,125.58846,0.041503,0.041503,0.3,0.044817,0.042906,0.3,0.3,69.665585,69.962607,107.05516,142.38016,0.000644,0.358258,FORWARD
3442,110.144,157.222528,140.362311,0.040212,0.040212,0.3,0.043436,0.041486,0.3,0.3,69.553623,69.865232,107.08656,142.41784,0.000708,0.358258,FORWARD
3443,110.176,153.06628,142.364654,0.041305,0.04105,0.3,0.042797,0.04105,0.3,0.3,69.47027,68.100771,107.11796,142.44296,0.000579,0.358258,FORWARD
3444,110.208,164.243401,150.515898,0.039192,0.039192,0.3,0.041715,0.039971,0.3,0.3,66.617597,71.758429,107.14936,142.47436,0.000644,0.358258,TURN_LEFT
3445,110.24,156.108407,160.955173,0.03962,0.03962,0.3,0.041087,0.039845,0.3,0.3,60.586951,71.153862,107.06772,142.556,0.0,0.358258,TURN_LEFT
3446,110.272,143.297989,149.175003,0.042328,0.040694,0.3,0.041459,0.040694,0.3,0.3,68.312375,65.13057,106.99236,142.63764,6.4e-05,0.358258,TURN_LEFT
3447,110.304,144.079574,164.768864,0.039124,0.039124,0.3,0.040759,0.040131,0.3,0.3,65.93748,64.601906,106.91072,142.71928,-0.0,0.358258,TURN_LEFT
3448,110.336,132.942021,176.941579,0.037541,0.037541,0.3,0.039793,0.039244,0.3,0.3,62.989991,61.657897,106.82908,142.79464,-6.4e-05,0.358258,TURN_LEFT
3449,110.368,126.22171,176.387867,0.037613,0.037613,0.3,0.039139,0.03866,0.3,0.3,65.504073,64.400912,106.74744,142.87628,0.0,0.358258,TURN_LEFT
3450,110.4,111.454741,173.933819,0.037932,0.037932,0.3,0.038777,0.038358,0.3,0.3,70.839684,66.281269,106.67208,142.95792,6.4e-05,0.358258,TURN_LEFT
3451,110.432,103.044434,167.326838,0.038791,0.038513,0.3,0.038781,0.038513,0.3,0.3,64.232817,69.51223,106.59044,143.03956,0.0,0.358258,TURN_LEFT
3452,110.464,94.506036,174.390692,0.037872,0.037872,0.3,0.038509,0.038325,0.3,0.3,70.017789,70.343974,106.5088,143.11492,-6.4e-05,0.358258,TURN_LEFT
3453,110.496,83.235719,162.638369,0.039401,0.03871,0.3,0.038776,0.03871,0.3,0.3,63.366805,67.762479,106.42716,143.19656,0.0,0.358258,TURN_LEFT
3454,110.528,64.902925,169.768272,0.038474,0.038474,0.3,0.038685,0.038584,0.3,0.3,67.815187,66.746115,106.3518,143.2782,6.4e-05,0.358258,TURN_LEFT
3455,110.56,67.206353,150.878867,0.04188,0.039806,0.3,0.039644,0.039806,0.3,0.3,64.134951,70.410158,106.27016,143.35356,-6.4e-05,0.358258,TURN_LEFT
3456,110.592,64.931117,155.193156,0.040746,0.040143,0.3,0.039975,0.040143,0.3,0.3,69.874786,68.091307,106.18852,143.4352,0.0,0.358258,TURN_LEFT
3457,110.624,69.339113,146.673956,0.042986,0.041162,0.3,0.040878,0.041162,0.3,0.3,70.280876,64.536429,106.10688,143.51684,0.0,0.358258,TURN_LEFT
3458,110.656,67.371384,145.915813,0.043185,0.041845,0.3,0.04157,0.041845,0.3,0.3,71.311028,63.148049,106.03152,143.59848,6.4e-05,0.358258,TURN_LEFT
3459,110.688,71.303356,139.697387,0.044821,0.042953,0.068461,0.042545,0.042953,0.068461,0.3,72.868481,66.416183,105.94988,143.67384,-6.4e-05,0.358258,TURN_RIGHT
3460,110.72,69.585366,139.69032,0.044822,0.043581,0.3,0.043228,0.043581,0.3,0.3,66.177942,66.563277,106.03152,143.59848,6.4e-05,0.358258,TURN_LEFT
3461,110.752,68.513137,130.841739,0.047149,0.044901,0.3,0.044405,0.044901,0.3,0.3,68.967306,71.723242,105.94988,143.67384,-6.4e-05,0.358258,TURN_LEFT
3462,110.784,62.723098,118.965792,0.05065,0.04696,0.067289,0.046278,0.04696,0.3,0.067289,71.605204,77.193238,105.86824,143.75548,0.0,0.358258,TURN_LEFT
3463,110.816,68.609786,116.041414,0.052488,0.048899,0.06213,0.048141,0.048899,0.3,0.06213,72.301152,96.231792,105.79288,143.83712,6.4e-05,0.358258,TURN_LEFT
3464,110.848,66.378452,103.732992,0.060097,0.052911,0.057423,0.051728,0.052911,0.3,0.057423,65.158001,108.190426,105.71124,143.91876,0.0,0.358258,FORWARD
3465,110.88,66.434019,109.770682,0.056429,0.053676,0.060075,0.053138,0.053676,0.3,0.060075,68.198132,103.814449,105.71124,143.99412,0.000772,0.358258,FORWARD
3466,110.912,75.235375,102.871637,0.06033,0.055564,0.048188,0.055296,0.055564,0.3,0.048188,68.518211,126.88928,105.71124,144.06948,0.000772,0.358258,FORWARD
3467,110.944,63.563244,95.109289,0.062434,0.057529,0.04974,0.057437,0.057529,0.3,0.04974,68.637143,120.990427,105.70496,144.15112,0.000772,0.358258,FORWARD
3468,110.976,69.842547,92.498415,0.063141,0.059044,0.048931,0.059148,0.059044,0.3,0.048931,70.336302,124.064893,105.69868,144.23276,0.000772,0.358258,FORWARD
3469,111.008,67.289905,74.871617,0.067918,0.061686,0.048008,0.061779,0.061686,0.3,0.048008,68.140541,127.577303,105.69868,144.3144,0.000837,0.358258,FORWARD
3470,111.04,69.7916,63.41889,0.3,0.3,0.044283,0.133246,0.3,0.3,0.044283,67.163731,141.741308,105.6924,144.39604,0.000772,0.358258,FORWARD
3471,111.072,67.521249,63.381139,0.3,0.299649,0.040855,0.183272,0.299649,0.3,0.040855,63.051613,154.779937,105.67356,144.49024,0.000772,0.545455,FORWARD
3472,111.104,66.04871,70.615513,0.3,0.299356,0.039913,0.21829,0.299356,0.3,0.039913,71.834813,158.699525,105.65472,144.58444,0.000772,0.427083,FORWARD
3473,111.136,60.047663,70.617095,0.3,0.29909,0.039125,0.242803,0.29909,0.3,0.039125,63.643642,164.761825,105.63588,144.68492,0.000837,0.385403,FORWARD
3474,111.168,65.657518,66.055446,0.3,0.298939,0.036197,0.259962,0.298939,0.3,0.036197,62.97576,187.272238,105.61704,144.77912,0.000772,0.369246,FORWARD
3475,111.2,69.381895,62.965296,0.3,0.298832,0.036068,0.271974,0.298832,0.3,0.036068,71.193699,188.267646,105.5982,144.87332,0.000772,0.362751,FORWARD
3476,111.232,68.856086,68.618838,0.3,0.298758,0.034877,0.280382,0.298758,0.3,0.034877,65.192927,197.424256,105.57936,144.96752,0.000772,0.360103,FORWARD
3477,111.264,63.01088,64.718682,0.3,0.298668,0.034551,0.286267,0.298668,0.3,0.034551,64.539359,199.932017,105.56052,145.068,0.000837,0.359017,FORWARD
3478,111.296,63.710712,70.542767,0.3,0.29865,0.035421,0.290387,0.29865,0.3,0.035421,68.378152,193.246018,105.54168,145.1622,0.000772,0.35857,FORWARD
3479,111.328,61.157212,62.303395,0.3,0.298638,0.03173,0.293271,0.298638,0.3,0.03173,59.764264,221.624418,105.52284,145.2564,0.000772,0.358386,FORWARD
3480,111.36,71.321968,66.397192,0.3,0.298672,0.034031,0.29529,0.298672,0.3,0.034031,69.489807,203.934075,105.49772,145.3506,0.000708,0.358311,FORWARD
3481,111.392,64.987586,69.18607,0.3,0.298611,0.032407,0.296703,0.298611,0.3,0.032407,69.32728,216.421367,105.47888,145.45108,0.000837,0.358279,FORWARD
3482,111.424,70.145027,67.484024,0.3,0.298613,0.034181,0.297692,0.298613,0.3,0.034181,68.314229,202.778428,105.46004,145.54528,0.000772,0.358267,FORWARD
3483,111.456,69.284854,69.635181,0.3,0.298614,0.033604,0.298384,0.298614,0.3,0.033604,67.206412,207.214738,105.4412,145.63948,0.000772,0.358261,FORWARD
3484,111.488,67.574224,65.161343,0.3,0.298574,0.034421,0.298869,0.298574,0.3,0.034421,70.072284,200.935937,105.42236,145.73996,0.000837,0.358259,FORWARD
3485,111.52,67.732685,64.890826,0.3,0.298589,0.034351,0.299208,0.298589,0.3,0.034351,67.303723,201.47309,105.40352,145.83416,0.000772,0.358258,FORWARD
3486,111.552,68.927414,69.881088,0.3,0.298599,0.034828,0.299446,0.298599,0.3,0.034828,63.808674,197.8038,105.38468,145.92836,0.000772,0.358258,FORWARD
3487,111.584,65.692081,65.091883,0.3,0.298605,0.03472,0.299612,0.298605,0.3,0.03472,70.237383,198.636268,105.36584,146.02256,0.000772,0.358258,FORWARD
3488,111.616,64.556092,63.680103,0.3,0.298568,0.037492,0.299728,0.298568,0.3,0.037492,65.73785,177.319514,105.347,146.12304,0.000837,0.358258,FORWARD
3489,111.648,64.973319,66.042938,0.3,0.298585,0.037082,0.29981,0.298585,0.3,0.037082,67.592622,180.473236,105.32816,146.21724,0.000772,0.358258,FORWARD
3490,111.68,63.590479,68.053237,0.3,0.298596,0.039298,0.299867,0.298596,0.3,0.039298,70.863376,163.426784,105.30932,146.31144,0.000772,0.358258,FORWARD
3491,111.712,67.003939,66.688833,0.3,0.298604,0.043393,0.299907,0.298604,0.3,0.043393,65.35092,145.128075,105.29048,146.40564,0.000772,0.358258,FORWARD
3492,111.744,67.679614,68.715551,0.3,0.298567,0.0449,0.299935,0.298567,0.3,0.0449,67.394956,139.394531,105.27164,146.50612,0.000837,0.358258,FORWARD
3493,111.776,64.006474,68.746414,0.3,0.298626,0.044208,0.299954,0.298626,0.068084,0.044208,74.259621,142.027074,105.2528,146.59404,0.000708,0.358258,FORWARD
3494,111.808,58.657433,67.770064,0.3,0.298581,0.044751,0.299968,0.298581,0.3,0.044751,66.444602,139.962397,105.29048,146.638,0.000837,0.358258,FORWARD
3495,111.84,66.5245,67.059102,0.3,0.298594,0.048156,0.299978,0.298594,0.3,0.048156,66.5835,127.013189,105.27164,146.7322,0.000772,0.358258,FORWARD
3496,111.872,61.174225,65.525451,0.3,0.298602,0.054467,0.299984,0.298602,0.3,0.054467,68.951288,112.893767,105.26536,146.81384,0.000772,0.358258,FORWARD
3497,111.904,65.356856,68.67307,0.3,0.298566,0.051433,0.299989,0.298566,0.3,0.051433,63.573077,117.720209,105.26536,146.89548,0.000837,0.358258,FORWARD
