step,time,sensor_raw_FL,sensor_raw_FR,raw_frontal,front_dist,side_danger,filtered_frontal,kalman_estimate,raw_left,raw_right,sensor_raw_L,sensor_raw_R,encoder_L,encoder_R,delta_s,kalman_gain,action
804,25.728,68.194156,114.32923,0.053564,0.053564,0.3,0.115832,0.057581,0.3,0.3,64.19673,63.580213,23.30508,34.6028,0.000837,0.385403,FORWARD
805,25.76,71.345789,112.352849,0.054807,0.054807,0.3,0.097524,0.056069,0.3,0.3,72.267621,66.931419,23.34276,34.64048,0.000772,0.369246,FORWARD
806,25.792,59.816542,135.374844,0.045957,0.045957,0.3,0.082054,0.051909,0.3,0.3,64.675532,68.777463,23.38044,34.67816,0.000772,0.362751,FORWARD
807,25.824,64.397369,146.713151,0.042976,0.042976,0.068579,0.070331,0.048239,0.068579,0.3,72.432918,69.49486,23.41184,34.71584,0.000708,0.360103,FORWARD
808,25.856,66.448624,133.850363,0.046358,0.046358,0.3,0.063139,0.04711,0.3,0.3,70.445288,65.429463,23.4872,34.70956,0.000708,0.359017,FORWARD
809,25.888,62.384049,146.166455,0.04312,0.04312,0.3,0.057133,0.045225,0.3,0.3,69.036503,67.825693,23.5186,34.74724,0.000708,0.35857,FORWARD
810,25.92,67.052109,134.767228,0.046117,0.04509,0.3,0.053828,0.04509,0.3,0.3,66.281406,63.417274,23.55628,34.77864,0.000708,0.358386,FORWARD
811,25.952,68.965968,112.614521,0.054642,0.048058,0.3,0.054072,0.048058,0.3,0.3,62.313183,66.427518,23.58768,34.81632,0.000708,0.358311,FORWARD
812,25.984,67.396566,149.446554,0.042257,0.042257,0.3,0.050528,0.045525,0.3,0.3,66.822487,71.34001,23.62536,34.84772,0.000708,0.358279,FORWARD
813,26.016,65.46082,165.259394,0.03906,0.03906,0.3,0.047087,0.042755,0.3,0.3,70.101348,62.467705,23.65676,34.8854,0.000708,0.358267,TURN_LEFT
814,26.048,68.863059,307.48666,0.025127,0.025127,0.3,0.040499,0.036481,0.3,0.3,67.315758,64.229938,23.57512,34.96076,-6.4e-05,0.358261,TURN_LEFT
815,26.08,68.922133,397.608996,0.019684,0.019684,0.3,0.034255,0.030422,0.3,0.3,65.407871,64.594021,23.49976,35.0424,6.4e-05,0.358259,TURN_LEFT
816,26.112,67.62147,317.887525,0.024429,0.024429,0.3,0.031307,0.028275,0.3,0.3,71.343095,67.5891,23.41812,35.12404,0.0,0.358258,TURN_LEFT
817,26.144,67.941647,219.901736,0.031954,0.029634,0.3,0.031501,0.029634,0.3,0.3,67.644694,66.502649,23.33648,35.1994,-6.4e-05,0.358258,TURN_LEFT
818,26.176,65.278769,174.244261,0.037892,0.032593,0.3,0.033418,0.032593,0.3,0.3,68.238563,71.61568,23.25484,35.28104,0.0,0.358258,TURN_LEFT
819,26.208,67.702532,129.340358,0.047544,0.037908,0.3,0.037656,0.037908,0.3,0.3,68.40271,61.126387,23.17948,35.36268,6.4e-05,0.358258,TURN_LEFT
820,26.24,73.902694,114.420021,0.053507,0.043496,0.3,0.042411,0.043496,0.3,0.3,67.976409,62.605126,23.09784,35.44432,0.0,0.358258,TURN_LEFT
821,26.272,69.310879,62.912108,0.3,0.3,0.3,0.119688,0.3,0.3,0.3,68.771052,67.500822,23.0162,35.51968,-6.4e-05,0.358258,TURN_LEFT
822,26.304,73.330347,64.748772,0.068336,0.068336,0.3,0.104282,0.068336,0.3,0.3,66.880192,61.387091,22.94084,35.60132,6.4e-05,0.545455,TURN_LEFT
823,26.336,70.695779,70.710502,0.3,0.3,0.3,0.162998,0.3,0.3,0.3,64.25477,65.220744,22.8592,35.68296,0.0,0.545455,TURN_LEFT
824,26.368,69.093621,71.920908,0.3,0.3,0.3,0.204098,0.3,0.3,0.3,69.073828,67.780433,22.77756,35.7646,0.0,0.545455,TURN_LEFT
825,26.4,67.996475,65.988478,0.3,0.3,0.3,0.232869,0.3,0.3,0.3,65.549834,71.01774,22.69592,35.83996,-6.4e-05,0.427083,TURN_LEFT
826,26.432,69.221325,69.657568,0.3,0.29996,0.3,0.253008,0.29996,0.3,0.3,63.924228,64.297479,22.62056,35.9216,6.4e-05,0.385403,TURN_LEFT
827,26.464,61.199752,62.518324,0.3,0.299975,0.3,0.267106,0.299975,0.3,0.3,69.753182,69.446366,22.53892,36.00324,0.0,0.369246,TURN_LEFT
828,26.496,59.369736,62.786655,0.3,0.3,0.068431,0.276974,0.3,0.3,0.068431,69.38127,72.981251,22.45728,36.0786,-6.4e-05,0.362751,TURN_LEFT
829,26.528,65.397635,69.823778,0.3,0.3,0.068335,0.283882,0.3,0.068335,0.3,73.335538,65.516926,22.37564,36.16024,0.0,0.360103,TURN_RIGHT
830,26.56,69.596268,66.791266,0.3,0.3,0.3,0.288717,0.3,0.3,0.3,66.718942,70.684416,22.45728,36.0786,0.0,0.359017,TURN_LEFT
831,26.592,65.760639,66.50331,0.3,0.3,0.3,0.292102,0.3,0.3,0.3,71.651232,66.186716,22.37564,36.16024,0.0,0.35857,TURN_LEFT
832,26.624,70.748533,71.316495,0.3,0.299959,0.3,0.294471,0.299959,0.3,0.3,64.791252,66.677953,22.30028,36.24188,6.4e-05,0.358386,TURN_LEFT
833,26.656,66.871194,71.775657,0.3,0.299973,0.068527,0.29613,0.299973,0.3,0.068527,68.628494,72.625057,22.21864,36.32352,0.0,0.358311,FORWARD
834,26.688,66.016935,68.080304,0.3,0.299487,0.3,0.297291,0.299487,0.3,0.3,67.242639,67.34324,22.21864,36.39888,0.000772,0.358279,FORWARD
835,26.72,70.802845,72.450931,0.068574,0.068574,0.3,0.228676,0.068574,0.3,0.3,62.386604,66.234452,22.25632,36.43656,0.000772,0.358267,FORWARD
836,26.752,61.04605,64.611019,0.3,0.3,0.3,0.250073,0.3,0.3,0.3,64.04733,69.772676,22.294,36.47424,0.000772,0.545455,FORWARD
837,26.784,70.47972,67.125273,0.3,0.29962,0.3,0.265051,0.29962,0.3,0.3,64.722389,64.894374,22.33796,36.51192,0.000837,0.545455,FORWARD
838,26.816,66.478889,61.515306,0.3,0.29934,0.068109,0.275536,0.29934,0.3,0.068109,65.228071,74.166443,22.37564,36.5496,0.000772,0.427083,FORWARD
839,26.848,65.352349,68.146682,0.3,0.299119,0.065335,0.282875,0.299119,0.3,0.065335,67.294937,84.403696,22.37564,36.62496,0.000772,0.385403,FORWARD
840,26.88,66.354607,62.86451,0.3,0.298957,0.043724,0.288013,0.298957,0.3,0.043724,69.313758,143.869496,22.37564,36.70032,0.000772,0.369246,FORWARD
841,26.912,66.044908,66.490543,0.3,0.298843,0.02444,0.291609,0.298843,0.3,0.02444,68.05048,317.720886,22.3568,36.79452,0.000772,0.362751,FORWARD
842,26.944,67.227255,64.455188,0.3,0.298724,0.021692,0.294126,0.298724,0.3,0.021692,67.521282,358.642816,22.33796,36.895,0.000837,0.360103,FORWARD
843,26.976,65.843685,65.908749,0.3,0.298687,0.024526,0.295888,0.298687,0.3,0.024526,68.552785,316.437641,22.31912,36.9892,0.000772,0.359017,FORWARD
844,27.008,62.103663,63.773099,0.3,0.298662,0.028511,0.297122,0.298662,0.3,0.028511,67.981093,257.107004,22.30028,37.0834,0.000772,0.35857,FORWARD
845,27.04,67.610539,60.09537,0.3,0.298646,0.032293,0.297985,0.298646,0.3,0.032293,64.768785,217.293975,22.28144,37.1776,0.000772,0.358386,FORWARD
846,27.072,65.44278,62.370785,0.3,0.298594,0.038867,0.29859,0.298594,0.3,0.038867,64.031441,166.742309,22.2626,37.27808,0.000837,0.358311,FORWARD
847,27.104,73.140446,66.115775,0.068387,0.068387,0.044284,0.229529,0.068387,0.3,0.044284,69.036034,141.737092,22.24376,37.37228,0.000772,0.358279,FORWARD
848,27.136,68.460304,60.957596,0.3,0.3,0.050316,0.25067,0.3,0.3,0.050316,67.158559,119.496488,22.22492,37.46648,0.000772,0.545455,FORWARD
849,27.168,72.026335,71.269267,0.3,0.299649,0.052963,0.265469,0.299649,0.068589,0.052963,72.397026,115.286068,22.22492,37.54184,0.000772,0.545455,FORWARD
850,27.2,63.495674,64.958576,0.3,0.299319,0.056366,0.275828,0.299319,0.3,0.056366,65.134718,109.871163,22.2626,37.5858,0.000837,0.427083,FORWARD
851,27.232,65.711685,72.089468,0.3,0.299147,0.066572,0.28308,0.299147,0.3,0.066572,70.691502,79.839539,22.25632,37.66116,0.000708,0.385403,FORWARD
852,27.264,70.832223,63.84184,0.3,0.298934,0.3,0.288156,0.298934,0.3,0.3,67.212598,69.713878,22.2626,37.73652,0.000837,0.369246,FORWARD
853,27.296,68.932075,65.212354,0.3,0.298828,0.3,0.291709,0.298828,0.3,0.3,66.167151,64.8928,22.30028,37.7742,0.000772,0.362751,FORWARD
854,27.328,65.008578,67.077856,0.3,0.298756,0.3,0.294196,0.298756,0.3,0.3,64.592722,67.139984,22.33796,37.81188,0.000772,0.360103,FORWARD
855,27.36,67.720867,66.807941,0.3,0.298666,0.3,0.295937,0.298666,0.3,0.3,68.437023,69.899079,22.37564,37.85584,0.000837,0.359017,FORWARD
856,27.392,64.217503,63.890167,0.3,0.298649,0.3,0.297156,0.298649,0.3,0.3,67.553098,69.048195,22.41332,37.89352,0.000772,0.35857,FORWARD
857,27.424,68.016386,67.010466,0.3,0.298638,0.3,0.298009,0.298638,0.3,0.3,67.706468,69.532641,22.451,37.9312,0.000772,0.358386,FORWARD
858,27.456,69.727022,68.86624,0.3,0.29863,0.3,0.298607,0.29863,0.3,0.3,67.559993,66.678085,22.48868,37.96888,0.000772,0.358311,FORWARD
859,27.488,67.694883,64.346832,0.3,0.298625,0.3,0.299025,0.298625,0.3,0.3,62.621008,64.884904,22.52636,38.00656,0.000772,0.358279,FORWARD
860,27.52,70.096177,68.546869,0.3,0.298581,0.3,0.299317,0.298581,0.3,0.3,65.917418,68.318685,22.57032,38.04424,0.000837,0.358267,FORWARD
861,27.552,62.987121,73.366192,0.068326,0.068326,0.3,0.23002,0.068326,0.3,0.3,66.141151,66.682265,22.608,38.08192,0.000772,0.358261,FORWARD
862,27.584,68.731948,70.192637,0.3,0.3,0.3,0.251014,0.3,0.3,0.3,68.203564,66.074738,22.64568,38.1196,0.000772,0.545455,FORWARD
863,27.616,63.461509,68.094604,0.3,0.299649,0.3,0.26571,0.299649,0.3,0.3,63.75303,62.076686,22.68336,38.15728,0.000772,0.545455,FORWARD
864,27.648,69.932568,67.301692,0.3,0.299319,0.3,0.275997,0.299319,0.3,0.3,66.685791,67.260315,22.72104,38.20124,0.000837,0.427083,FORWARD
865,27.68,68.486805,66.909064,0.3,0.299107,0.3,0.283198,0.299107,0.3,0.3,72.331345,66.512633,22.75872,38.23892,0.000772,0.385403,FORWARD
866,27.712,68.536213,66.457032,0.3,0.29895,0.3,0.288238,0.29895,0.3,0.3,70.322252,66.070085,22.7964,38.2766,0.000772,0.369246,FORWARD
867,27.744,62.905612,60.497599,0.3,0.298838,0.3,0.291767,0.298838,0.3,0.3,65.715643,63.700132,22.83408,38.31428,0.000772,0.362751,FORWARD
868,27.776,62.776268,64.574092,0.3,0.298762,0.3,0.294237,0.298762,0.3,0.3,67.058152,67.540328,22.87176,38.35196,0.000772,0.360103,FORWARD
869,27.808,66.957924,56.390359,0.3,0.29867,0.3,0.295966,0.29867,0.3,0.3,69.734304,70.813454,22.91572,38.38964,0.000837,0.359017,FORWARD
870,27.84,63.370912,69.295655,0.3,0.298652,0.3,0.297176,0.298652,0.3,0.3,64.532155,63.026014,22.9534,38.42732,0.000772,0.35857,FORWARD
871,27.872,64.020322,68.810426,0.3,0.298639,0.3,0.298023,0.298639,0.3,0.3,63.699759,65.948002,22.99108,38.465,0.000772,0.358386,FORWARD
872,27.904,70.399289,66.616911,0.3,0.298631,0.3,0.298616,0.298631,0.3,0.3,64.501205,68.775334,23.02876,38.50268,0.000772,0.358311,FORWARD
873,27.936,66.942498,69.531442,0.3,0.298585,0.3,0.299031,0.298585,0.3,0.3,64.211236,59.632071,23.06644,38.54664,0.000837,0.358279,FORWARD
874,27.968,62.822275,67.87429,0.3,0.298596,0.3,0.299322,0.298596,0.3,0.3,63.169087,61.43973,23.10412,38.58432,0.000772,0.358267,FORWARD
875,28.0,69.653197,72.37545,0.068595,0.068595,0.3,0.230104,0.068595,0.3,0.3,71.213925,66.753568,23.1418,38.622,0.000772,0.358261,FORWARD
876,28.032,62.755832,67.427703,0.3,0.3,0.3,0.251073,0.3,0.3,0.3,63.940866,64.741094,23.17948,38.65968,0.000772,0.545455,FORWARD
877,28.064,68.230011,71.319355,0.3,0.29962,0.06857,0.265751,0.29962,0.06857,0.3,72.466875,67.215595,23.22344,38.69736,0.000837,0.545455,FORWARD
878,28.096,67.662334,67.441564,0.3,0.29934,0.3,0.276026,0.29934,0.3,0.3,63.476823,67.292691,23.2988,38.69736,0.000772,0.427083,FORWARD
879,28.128,67.222434,69.751678,0.3,0.299119,0.3,0.283218,0.299119,0.3,0.3,64.433819,66.541278,23.33648,38.73504,0.000772,0.385403,FORWARD
880,28.16,73.9167,66.03854,0.068177,0.068177,0.3,0.218706,0.068177,0.3,0.3,63.702088,69.844254,23.37416,38.77272,0.000772,0.369246,FORWARD
881,28.192,70.247171,68.462807,0.3,0.3,0.3,0.243094,0.3,0.3,0.3,66.43971,65.74693,23.41184,38.81668,0.000837,0.545455,FORWARD
882,28.224,72.062679,77.529197,0.067198,0.067198,0.3,0.190325,0.067198,0.3,0.3,66.540759,66.845551,23.44952,38.85436,0.000772,0.545455,FORWARD
883,28.256,73.353953,67.017787,0.06833,0.067464,0.3,0.153726,0.067464,0.3,0.3,68.650363,66.245215,23.4872,38.89204,0.000772,0.545455,FORWARD
884,28.288,63.744524,70.101964,0.3,0.3,0.3,0.197609,0.3,0.3,0.3,63.61899,61.769419,23.52488,38.92972,0.000772,0.427083,FORWARD
885,28.32,65.808067,65.064602,0.3,0.299649,0.3,0.228326,0.299649,0.3,0.3,68.078233,66.757167,23.56256,38.9674,0.000772,0.545455,FORWARD
886,28.352,65.003544,67.357882,0.3,0.299356,0.3,0.249828,0.299356,0.3,0.3,69.313094,66.807974,23.60024,39.00508,0.000772,0.427083,FORWARD
887,28.384,60.514621,66.120736,0.3,0.29909,0.067891,0.26488,0.29909,0.067891,0.3,74.973628,64.240961,23.6442,39.04276,0.000837,0.385403,FORWARD
888,28.416,71.624031,65.287143,0.3,0.298939,0.3,0.275416,0.298939,0.3,0.3,66.717321,67.218743,23.71956,39.04276,0.000772,0.369246,FORWARD
889,28.448,69.352532,63.723381,0.3,0.298791,0.3,0.282791,0.298791,0.3,0.3,63.470703,63.349732,23.75724,39.08672,0.000837,0.362751,FORWARD
890,28.48,66.38641,65.523905,0.3,0.298732,0.3,0.287954,0.298732,0.3,0.3,63.689653,67.136085,23.79492,39.1244,0.000772,0.360103,FORWARD
891,28.512,66.370489,69.91142,0.3,0.298692,0.3,0.291568,0.298692,0.3,0.3,69.475153,71.780851,23.8326,39.16208,0.000772,0.359017,FORWARD
892,28.544,63.633485,66.531485,0.3,0.298666,0.3,0.294097,0.298666,0.3,0.3,64.993954,62.532124,23.87028,39.19976,0.000772,0.35857,FORWARD
893,28.576,66.113948,71.447475,0.3,0.298648,0.3,0.295868,0.298648,0.3,0.3,69.661136,68.94608,23.90796,39.23744,0.000772,0.358386,FORWARD
894,28.608,67.058972,66.498016,0.3,0.298637,0.3,0.297108,0.298637,0.3,0.3,65.552716,66.507024,23.94564,39.27512,0.000772,0.358311,FORWARD
895,28.64,66.069353,75.891842,0.067642,0.067642,0.3,0.228268,0.067642,0.3,0.3,59.757927,65.01632,23.98332,39.3128,0.000772,0.358279,FORWARD
896,28.672,61.146239,62.598869,0.3,0.3,0.3,0.249788,0.3,0.3,0.3,69.518306,66.575442,24.021,39.35048,0.000772,0.545455,FORWARD
897,28.704,69.900994,69.660469,0.3,0.29962,0.3,0.264851,0.29962,0.3,0.3,67.151846,66.644247,24.06496,39.38816,0.000837,0.545455,FORWARD
898,28.736,67.143775,65.32845,0.3,0.299303,0.3,0.275396,0.299303,0.3,0.3,69.359785,62.551885,24.10264,39.43212,0.000837,0.427083,FORWARD
899,28.768,65.263035,63.047224,0.3,0.299097,0.3,0.282777,0.299097,0.3,0.3,66.594738,69.323527,24.14032,39.4698,0.000772,0.385403,FORWARD
900,28.8,69.878789,63.259985,0.3,0.298943,0.3,0.287944,0.298943,0.3,0.3,65.997113,64.157543,24.178,39.50748,0.000772,0.369246,FORWARD
901,28.832,69.587655,68.656033,0.3,0.298834,0.3,0.291561,0.298834,0.3,0.3,64.520609,68.566543,24.21568,39.54516,0.000772,0.362751,FORWARD
902,28.864,67.68963,69.693942,0.3,0.29876,0.3,0.294093,0.29876,0.3,0.3,66.962088,60.173778,24.25336,39.58284,0.000772,0.360103,FORWARD
903,28.896,70.845725,69.351065,0.3,0.29871,0.3,0.295865,0.29871,0.3,0.3,69.349535,65.928835,24.29104,39.62052,0.000772,0.359017,FORWARD
904,28.928,66.789236,71.565923,0.3,0.298677,0.3,0.297105,0.298677,0.3,0.3,65.376209,66.863928,24.32872,39.6582,0.000772,0.35857,FORWARD
905,28.96,63.067845,70.228217,0.3,0.298656,0.3,0.297974,0.298656,0.3,0.3,60.644095,68.237939,24.3664,39.69588,0.000772,0.358386,FORWARD
906,28.992,65.55726,65.544904,0.3,0.298559,0.3,0.298582,0.298559,0.3,0.3,71.809065,67.110421,24.41036,39.73984,0.000901,0.358311,FORWARD
907,29.024,66.877215,67.448611,0.3,0.29858,0.3,0.299007,0.29858,0.3,0.3,68.814811,65.597622,24.44804,39.77752,0.000772,0.358279,FORWARD
908,29.056,70.01745,68.258109,0.3,0.298593,0.3,0.299305,0.298593,0.3,0.3,71.080359,70.352521,24.48572,39.8152,0.000772,0.358267,FORWARD
909,29.088,66.644289,68.717841,0.3,0.298601,0.3,0.299513,0.298601,0.3,0.3,66.797108,67.117428,24.5234,39.85288,0.000772,0.358261,FORWARD
910,29.12,64.581155,71.323655,0.3,0.298607,0.3,0.299659,0.298607,0.3,0.3,66.673625,62.223084,24.56108,39.89056,0.000772,0.358259,FORWARD
911,29.152,64.381815,61.171935,0.3,0.29861,0.3,0.299762,0.29861,0.3,0.3,62.033488,61.954664,24.59876,39.92824,0.000772,0.358258,FORWARD
912,29.184,70.24007,71.144409,0.3,0.298612,0.3,0.299833,0.298612,0.3,0.3,66.107111,65.396122,24.63644,39.96592,0.000772,0.358258,FORWARD
913,29.216,69.384409,68.932166,0.3,0.298614,0.068491,0.299883,0.298614,0.3,0.068491,62.762507,72.759133,24.67412,40.0036,0.000772,0.358258,FORWARD
914,29.248,64.582235,64.875703,0.3,0.298573,0.3,0.299918,0.298573,0.3,0.3,68.063343,68.777118,24.6804,40.07896,0.000837,0.358258,FORWARD
915,29.28,69.012069,64.070967,0.3,0.298589,0.067839,0.299943,0.298589,0.3,0.067839,67.546257,75.165017,24.71808,40.11664,0.000772,0.358258,FORWARD
916,29.312,61.858199,69.810341,0.3,0.298599,0.3,0.29996,0.298599,0.3,0.3,64.713561,65.875883,24.71808,40.192,0.000772,0.358258,FORWARD
917,29.344,66.725623,66.461446,0.3,0.298564,0.3,0.299972,0.298564,0.3,0.3,65.711787,68.764634,24.75576,40.23596,0.000837,0.358258,FORWARD
918,29.376,60.508219,69.519617,0.3,0.298583,0.3,0.29998,0.298583,0.3,0.3,66.009021,66.753466,24.79344,40.27364,0.000772,0.358258,FORWARD
919,29.408,63.129591,68.900968,0.3,0.298595,0.3,0.299986,0.298595,0.3,0.3,64.937052,68.200432,24.83112,40.31132,0.000772,0.358258,FORWARD
920,29.44,66.286166,64.531914,0.3,0.298602,0.3,0.29999,0.298602,0.3,0.3,67.555036,67.403699,24.8688,40.349,0.000772,0.358258,FORWARD
921,29.472,67.632624,63.758848,0.3,0.298566,0.3,0.299993,0.298566,0.3,0.3,60.846239,65.547954,24.91276,40.38668,0.000837,0.358258,FORWARD
922,29.504,64.497703,66.927135,0.3,0.298584,0.3,0.299995,0.298584,0.3,0.3,67.400393,71.82046,24.95044,40.42436,0.000772,0.358258,FORWARD
923,29.536,62.685609,75.734404,0.067684,0.067684,0.3,0.230302,0.067684,0.3,0.3,66.747036,68.837523,24.98812,40.46204,0.000772,0.358258,FORWARD
924,29.568,67.860392,65.838833,0.3,0.3,0.3,0.251211,0.3,0.3,0.3,71.734995,64.093552,25.0258,40.49972,0.000772,0.545455,FORWARD
925,29.6,61.403753,62.642227,0.3,0.299649,0.3,0.265848,0.299649,0.3,0.3,67.914485,60.956423,25.06348,40.5374,0.000772,0.545455,FORWARD
926,29.632,67.665548,65.433627,0.3,0.299319,0.3,0.276094,0.299319,0.3,0.3,64.223603,69.985578,25.10116,40.58136,0.000837,0.427083,FORWARD
927,29.664,64.480596,70.447018,0.3,0.299107,0.3,0.283266,0.299107,0.3,0.3,67.82583,64.051148,25.13884,40.61904,0.000772,0.385403,FORWARD
928,29.696,61.881733,72.359127,0.068599,0.068599,0.3,0.218866,0.068599,0.3,0.3,63.898742,68.966559,25.17652,40.65672,0.000772,0.369246,FORWARD
929,29.728,69.543502,66.579536,0.3,0.3,0.068353,0.243206,0.3,0.068353,0.3,73.268284,69.406573,25.2142,40.6944,0.000772,0.545455,FORWARD
930,29.76,73.269289,72.316508,0.068352,0.068352,0.068473,0.19075,0.068352,0.3,0.068473,65.669957,72.826167,25.28956,40.6944,0.000772,0.545455,FORWARD
931,29.792,65.58089,67.466075,0.3,0.3,0.3,0.223525,0.3,0.3,0.3,64.329074,70.718554,25.29584,40.76976,0.000837,0.545455,FORWARD
932,29.824,63.547624,64.226611,0.3,0.299649,0.3,0.246467,0.299649,0.3,0.3,67.417911,71.832404,25.33352,40.80744,0.000772,0.545455,FORWARD
933,29.856,62.543537,67.29863,0.3,0.299356,0.3,0.262527,0.299356,0.3,0.3,71.208711,71.99801,25.3712,40.84512,0.000772,0.427083,FORWARD
934,29.888,70.476238,71.44068,0.3,0.29913,0.3,0.273769,0.29913,0.3,0.3,70.972272,69.778565,25.40888,40.8828,0.000772,0.385403,FORWARD
935,29.92,63.773959,64.39191,0.3,0.298923,0.3,0.281638,0.298923,0.3,0.3,69.913657,63.138462,25.44656,40.92676,0.000837,0.369246,FORWARD
936,29.952,66.162314,72.059548,0.3,0.298822,0.3,0.287147,0.298822,0.3,0.3,67.612947,70.53557,25.48424,40.96444,0.000772,0.362751,FORWARD
937,29.984,66.151112,67.112864,0.3,0.298752,0.3,0.291003,0.298752,0.3,0.3,63.116818,60.458483,25.52192,41.00212,0.000772,0.360103,FORWARD
938,30.016,64.259232,67.261288,0.3,0.298705,0.3,0.293702,0.298705,0.3,0.3,64.987515,61.9712,25.5596,41.0398,0.000772,0.359017,FORWARD
939,30.048,72.22491,63.478018,0.3,0.298632,0.3,0.295591,0.298632,0.3,0.3,66.429858,67.681198,25.60356,41.07748,0.000837,0.35857,FORWARD
940,30.08,66.140514,71.172145,0.3,0.298627,0.3,0.296914,0.298627,0.3,0.3,63.691247,71.046423,25.64124,41.11516,0.000772,0.358386,FORWARD
941,30.112,67.298282,72.166307,0.3,0.298623,0.3,0.29784,0.298623,0.3,0.3,67.061661,69.391742,25.67892,41.15284,0.000772,0.358311,FORWARD
942,30.144,64.317705,64.970746,0.3,0.298621,0.3,0.298488,0.298621,0.3,0.3,64.668878,63.972599,25.7166,41.19052,0.000772,0.358279,FORWARD
943,30.176,63.590433,64.790111,0.3,0.298578,0.3,0.298941,0.298578,0.3,0.3,68.797878,63.68078,25.75428,41.23448,0.000837,0.358267,FORWARD
944,30.208,64.457439,68.46523,0.3,0.298592,0.3,0.299259,0.298592,0.3,0.3,67.604836,70.131212,25.79196,41.27216,0.000772,0.358261,FORWARD
945,30.24,67.425103,68.348458,0.3,0.298601,0.3,0.299481,0.298601,0.3,0.3,66.209073,70.333096,25.82964,41.30984,0.000772,0.358259,FORWARD
946,30.272,62.677665,67.774788,0.3,0.298606,0.3,0.299637,0.298606,0.3,0.3,69.779802,66.894793,25.86732,41.34752,0.000772,0.358258,FORWARD
947,30.304,65.369056,66.896656,0.3,0.29861,0.068467,0.299746,0.29861,0.068467,0.3,72.84846,65.011199,25.905,41.3852,0.000772,0.358258,FORWARD
948,30.336,70.371417,72.499908,0.068561,0.068561,0.3,0.23039,0.068561,0.3,0.3,64.083776,69.050762,25.98036,41.3852,0.000772,0.358258,FORWARD
949,30.368,66.177738,68.561124,0.3,0.3,0.3,0.251273,0.3,0.3,0.3,71.966383,66.326212,26.02432,41.42288,0.000837,0.545455,FORWARD
950,30.4,74.967039,66.54427,0.067892,0.067892,0.3,0.196259,0.067892,0.3,0.3,66.433069,65.932089,26.062,41.46056,0.000772,0.545455,FORWARD
951,30.432,69.530184,71.015587,0.3,0.3,0.3,0.227381,0.3,0.3,0.3,69.816921,63.446315,26.09968,41.50452,0.000837,0.545455,FORWARD
952,30.464,64.027733,68.028405,0.3,0.299649,0.068535,0.249167,0.299649,0.3,0.068535,65.429899,72.594127,26.13736,41.5422,0.000772,0.545455,FORWARD
953,30.496,62.873271,63.337057,0.3,0.299356,0.3,0.264417,0.299356,0.3,0.3,65.813286,65.478356,26.13736,41.61756,0.000772,0.427083,FORWARD
954,30.528,73.903757,67.739728,0.068181,0.068181,0.068578,0.205546,0.068181,0.068578,0.3,72.438951,69.754482,26.17504,41.65524,0.000772,0.385403,FORWARD
955,30.56,75.019947,69.586975,0.067878,0.067664,0.3,0.164246,0.067664,0.3,0.3,64.05641,68.709969,26.2504,41.65524,0.000772,0.545455,FORWARD
956,30.592,65.162432,71.244995,0.3,0.3,0.3,0.204972,0.3,0.3,0.3,63.715753,66.793172,26.28808,41.69292,0.000772,0.427083,FORWARD
957,30.624,68.166845,63.876496,0.3,0.299649,0.3,0.23348,0.299649,0.3,0.3,69.396106,64.620868,26.32576,41.7306,0.000772,0.545455,FORWARD
958,30.656,71.296163,59.624947,0.3,0.299319,0.3,0.253436,0.299319,0.3,0.3,63.59539,65.527975,26.36972,41.76828,0.000837,0.427083,FORWARD
959,30.688,65.209851,70.074059,0.3,0.299107,0.3,0.267405,0.299107,0.3,0.3,67.256032,68.22224,26.4074,41.80596,0.000772,0.385403,FORWARD
960,30.72,68.485336,67.572416,0.3,0.298909,0.068087,0.277184,0.298909,0.068087,0.3,74.249477,70.017828,26.44508,41.84992,0.000837,0.369246,FORWARD
961,30.752,66.201499,68.830474,0.3,0.298812,0.3,0.284029,0.298812,0.3,0.3,65.719624,64.962573,26.52044,41.84992,0.000772,0.362751,FORWARD
962,30.784,62.864641,68.259832,0.3,0.298746,0.3,0.28882,0.298746,0.3,0.3,67.319831,65.331903,26.55812,41.8876,0.000772,0.360103,FORWARD
963,30.816,70.854641,73.809033,0.068206,0.068206,0.3,0.222636,0.068206,0.3,0.3,62.54944,69.716321,26.5958,41.92528,0.000772,0.359017,FORWARD
964,30.848,66.896895,66.07091,0.3,0.3,0.3,0.245845,0.3,0.3,0.3,66.124437,70.045541,26.63348,41.96296,0.000772,0.545455,FORWARD
965,30.88,71.458198,67.7457,0.3,0.299649,0.3,0.262092,0.299649,0.3,0.3,67.782038,60.600452,26.67116,42.00064,0.000772,0.545455,FORWARD
966,30.912,69.249298,72.066501,0.3,0.299356,0.068564,0.273464,0.299356,0.068564,0.3,72.490048,66.932207,26.70884,42.03832,0.000772,0.427083,FORWARD
967,30.944,67.330237,64.965856,0.3,0.29909,0.3,0.281425,0.29909,0.3,0.3,65.884481,63.3171,26.7842,42.0446,0.000837,0.385403,FORWARD
968,30.976,67.990136,66.561089,0.3,0.298898,0.3,0.286997,0.298898,0.3,0.3,66.059624,63.280311,26.82816,42.08228,0.000837,0.369246,FORWARD
